p_mean_age,p_max_age,p_proportion_wearing_masks,p_healthcare_capacity,p_self_isolate_proportion,p_lockdown,p_lockdown_percentage,p_lockdown_compliance,r_timesteps,r_dead,r_recovered,r_infected,r_infectious,r_unaffected
30.64453125,74.78515625,0.7412109375,55.908203125,0.4423828125,False,0.3390283203125,65.31103515625,2164,17,430,0,0,53
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1462,18,477,0,0,5
40.64453125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1835,12,455,0,0,33
41.26953125,104.78515625,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1880,12,449,0,0,39
41.26953125,91.42578125,0.2412109375,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1560,17,469,0,0,14
41.26953125,91.42578125,0.5498046875,180.908203125,0.1240234375,True,0.2288134765625,30.91357421875,2028,8,429,0,0,63
41.26953125,91.42578125,0.5498046875,239.501953125,0.9423828125,True,0.2288134765625,30.91357421875,1605,29,467,0,0,4
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,2008,20,447,0,0,33
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.09152832031250001,30.91357421875,1797,15,447,0,0,38
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,15.56103515625,790,0,9,0,0,491
40.64453125,104.78515625,0.2412109375,180.908203125,0.9423828125,True,0.09152832031250001,15.56103515625,1849,17,432,0,0,51
46.26953125,76.42578125,0.2998046875,52.001953125,0.3740234375,True,0.3525634765625,6.03857421875,2393,13,439,0,0,48
45.64453125,76.42578125,0.2998046875,52.001953125,0.3740234375,True,0.3525634765625,6.03857421875,1792,16,468,0,0,16
46.26953125,89.78515625,0.2998046875,52.001953125,0.3740234375,True,0.3525634765625,6.03857421875,2500,19,440,0,0,41
46.26953125,76.42578125,0.4912109375,52.001953125,0.3740234375,True,0.3525634765625,6.03857421875,2010,13,434,0,0,53
46.26953125,76.42578125,0.2998046875,243.408203125,0.3740234375,True,0.3525634765625,6.03857421875,1370,7,491,0,0,2
46.26953125,76.42578125,0.2998046875,52.001953125,0.1923828125,True,0.3525634765625,6.03857421875,1885,17,449,0,0,34
46.26953125,76.42578125,0.2998046875,52.001953125,0.3740234375,False,0.3525634765625,6.03857421875,1675,16,475,0,0,9
46.26953125,76.42578125,0.2998046875,52.001953125,0.3740234375,True,0.2152783203125,6.03857421875,2000,9,441,0,0,50
46.26953125,76.42578125,0.2998046875,52.001953125,0.3740234375,True,0.3525634765625,90.18603515625,1773,9,461,0,0,30
45.64453125,89.78515625,0.4912109375,243.408203125,0.1923828125,False,0.2152783203125,90.18603515625,2023,20,440,0,0,40
36.26953125,106.42578125,0.7998046875,177.001953125,0.8740234375,False,0.10506347656250001,55.78857421875,1896,11,452,0,0,37
35.64453125,106.42578125,0.7998046875,177.001953125,0.8740234375,False,0.10506347656250001,55.78857421875,2078,7,452,0,0,41
36.26953125,59.78515625,0.7998046875,177.001953125,0.8740234375,False,0.10506347656250001,55.78857421875,2101,12,435,0,0,53
36.26953125,106.42578125,0.9912109375,177.001953125,0.8740234375,False,0.10506347656250001,55.78857421875,2326,22,430,0,0,48
36.26953125,106.42578125,0.7998046875,118.408203125,0.8740234375,False,0.10506347656250001,55.78857421875,1972,12,443,0,0,45
36.26953125,106.42578125,0.7998046875,177.001953125,0.6923828125,False,0.10506347656250001,55.78857421875,2277,20,437,0,0,43
36.26953125,106.42578125,0.7998046875,177.001953125,0.8740234375,True,0.10506347656250001,55.78857421875,1903,15,435,0,0,50
36.26953125,106.42578125,0.7998046875,177.001953125,0.8740234375,False,0.4627783203125,55.78857421875,2154,11,428,0,0,61
36.26953125,106.42578125,0.7998046875,177.001953125,0.8740234375,False,0.10506347656250001,40.43603515625,1664,16,479,0,0,5
35.64453125,59.78515625,0.9912109375,118.408203125,0.6923828125,True,0.4627783203125,40.43603515625,1836,15,436,0,0,49
38.76953125,68.92578125,0.6748046875,145.751953125,0.9990234375,False,0.2906884765625,18.47607421875,2425,9,450,0,0,41
48.14453125,68.92578125,0.6748046875,145.751953125,0.9990234375,False,0.2906884765625,18.47607421875,1938,13,444,0,0,43
38.76953125,97.28515625,0.6748046875,145.751953125,0.9990234375,False,0.2906884765625,18.47607421875,2168,16,434,0,0,50
38.76953125,68.92578125,0.3662109375,145.751953125,0.9990234375,False,0.2906884765625,18.47607421875,1502,25,472,0,0,3
38.76953125,68.92578125,0.6748046875,87.158203125,0.9990234375,False,0.2906884765625,18.47607421875,2056,12,445,0,0,43
38.76953125,68.92578125,0.6748046875,145.751953125,0.0673828125,False,0.2906884765625,18.47607421875,1897,13,469,0,0,18
38.76953125,68.92578125,0.6748046875,145.751953125,0.9990234375,True,0.2906884765625,18.47607421875,2136,19,436,0,0,45
38.76953125,68.92578125,0.6748046875,145.751953125,0.9990234375,False,0.4009033203125,18.47607421875,1874,10,444,0,0,46
38.76953125,68.92578125,0.6748046875,145.751953125,0.9990234375,False,0.2906884765625,27.99853515625,2171,15,421,0,0,64
48.14453125,97.28515625,0.3662109375,87.158203125,0.0673828125,True,0.4009033203125,27.99853515625,1737,13,439,0,0,48
48.76953125,98.92578125,0.1748046875,20.751953125,0.4990234375,True,0.043188476562499994,68.22607421875,2074,8,443,0,0,49
38.14453125,98.92578125,0.1748046875,20.751953125,0.4990234375,True,0.043188476562499994,68.22607421875,1933,17,450,0,0,33
48.76953125,67.28515625,0.1748046875,20.751953125,0.4990234375,True,0.043188476562499994,68.22607421875,2189,16,418,0,0,66
48.76953125,98.92578125,0.8662109375,20.751953125,0.4990234375,True,0.043188476562499994,68.22607421875,1607,15,483,0,0,2
48.76953125,98.92578125,0.1748046875,212.158203125,0.4990234375,True,0.043188476562499994,68.22607421875,2104,13,444,0,0,43
48.76953125,98.92578125,0.1748046875,20.751953125,0.5673828125,True,0.043188476562499994,68.22607421875,2213,15,461,0,0,24
48.76953125,98.92578125,0.1748046875,20.751953125,0.4990234375,False,0.043188476562499994,68.22607421875,2071,15,442,0,0,43
48.76953125,98.92578125,0.1748046875,20.751953125,0.4990234375,True,0.1534033203125,68.22607421875,2186,17,442,0,0,41
48.76953125,98.92578125,0.1748046875,20.751953125,0.4990234375,True,0.043188476562499994,77.74853515625,2029,12,448,0,0,40
38.14453125,67.28515625,0.8662109375,212.158203125,0.5673828125,False,0.1534033203125,77.74853515625,2683,12,448,0,0,40
43.76953125,53.92578125,0.9248046875,208.251953125,0.2490234375,True,0.4144384765625,93.10107421875,1880,13,429,0,0,58
33.14453125,53.92578125,0.9248046875,208.251953125,0.2490234375,True,0.4144384765625,93.10107421875,3086,17,441,0,0,42
43.76953125,52.28515625,0.9248046875,208.251953125,0.2490234375,True,0.4144384765625,93.10107421875,2083,15,445,0,0,40
43.76953125,53.92578125,0.6162109375,208.251953125,0.2490234375,True,0.4144384765625,93.10107421875,1977,21,443,0,0,36
43.76953125,53.92578125,0.9248046875,149.658203125,0.2490234375,True,0.4144384765625,93.10107421875,2165,11,430,0,0,59
43.76953125,53.92578125,0.9248046875,208.251953125,0.3173828125,True,0.4144384765625,93.10107421875,2524,16,447,0,0,37
43.76953125,53.92578125,0.9248046875,208.251953125,0.2490234375,True,0.4144384765625,93.10107421875,1805,8,428,0,0,64
43.76953125,53.92578125,0.9248046875,208.251953125,0.2490234375,True,0.029653320312500002,93.10107421875,500,0,1,0,0,499
43.76953125,53.92578125,0.9248046875,208.251953125,0.2490234375,True,0.4144384765625,3.12353515625,2012,10,460,0,0,30
33.14453125,52.28515625,0.6162109375,149.658203125,0.3173828125,True,0.029653320312500002,3.12353515625,1534,21,455,0,0,24
33.76953125,83.92578125,0.4248046875,83.251953125,0.7490234375,False,0.1669384765625,43.35107421875,2092,22,447,0,0,31
43.14453125,83.92578125,0.4248046875,83.251953125,0.7490234375,False,0.1669384765625,43.35107421875,2154,18,437,0,0,45
33.76953125,82.28515625,0.4248046875,83.251953125,0.7490234375,False,0.1669384765625,43.35107421875,2072,17,453,0,0,30
33.76953125,83.92578125,0.1162109375,83.251953125,0.7490234375,False,0.1669384765625,43.35107421875,2869,19,434,0,0,47
33.76953125,83.92578125,0.4248046875,24.658203125,0.7490234375,False,0.1669384765625,43.35107421875,2178,14,439,0,0,47
33.76953125,83.92578125,0.4248046875,83.251953125,0.8173828125,False,0.1669384765625,43.35107421875,1964,19,449,0,0,32
33.76953125,83.92578125,0.4248046875,83.251953125,0.7490234375,False,0.1669384765625,43.35107421875,1857,12,468,0,0,20
33.76953125,83.92578125,0.4248046875,83.251953125,0.7490234375,False,0.2771533203125,43.35107421875,1823,14,447,0,0,39
33.76953125,83.92578125,0.4248046875,83.251953125,0.7490234375,False,0.1669384765625,52.87353515625,2344,16,438,0,0,46
43.14453125,82.28515625,0.1162109375,24.658203125,0.8173828125,False,0.2771533203125,52.87353515625,2263,15,447,0,0,38
32.51953125,72.67578125,0.9873046875,5.126953125,0.0615234375,False,0.2597509765625,24.69482421875,1691,18,440,0,0,42
49.39453125,72.67578125,0.9873046875,5.126953125,0.0615234375,False,0.2597509765625,24.69482421875,1877,14,436,0,0,50
32.51953125,63.53515625,0.9873046875,5.126953125,0.0615234375,False,0.2597509765625,24.69482421875,1740,12,447,0,0,41
32.51953125,72.67578125,0.0537109375,5.126953125,0.0615234375,False,0.2597509765625,24.69482421875,1912,14,440,0,0,46
32.51953125,72.67578125,0.9873046875,40.283203125,0.0615234375,False,0.2597509765625,24.69482421875,2821,14,439,0,0,47
32.51953125,72.67578125,0.9873046875,5.126953125,0.5048828125,False,0.2597509765625,24.69482421875,2221,14,441,0,0,45
32.51953125,72.67578125,0.9873046875,5.126953125,0.0615234375,True,0.2597509765625,24.69482421875,2321,13,440,0,0,47
32.51953125,72.67578125,0.9873046875,5.126953125,0.0615234375,False,0.2462158203125,24.69482421875,2020,18,478,0,0,4
32.51953125,72.67578125,0.9873046875,5.126953125,0.0615234375,False,0.2597509765625,34.21728515625,2461,21,436,0,0,43
49.39453125,63.53515625,0.0537109375,40.283203125,0.5048828125,True,0.2462158203125,34.21728515625,1911,25,463,0,0,12
42.51953125,102.67578125,0.4873046875,130.126953125,0.5615234375,True,0.0122509765625,74.44482421875,1769,13,445,0,0,42
39.39453125,102.67578125,0.4873046875,130.126953125,0.5615234375,True,0.0122509765625,74.44482421875,1635,17,448,0,0,35
42.51953125,93.53515625,0.4873046875,130.126953125,0.5615234375,True,0.0122509765625,74.44482421875,1729,20,440,0,0,40
42.51953125,102.67578125,0.5537109375,130.126953125,0.5615234375,True,0.0122509765625,74.44482421875,2097,18,441,0,0,41
42.51953125,102.67578125,0.4873046875,165.283203125,0.5615234375,True,0.0122509765625,74.44482421875,2107,9,446,0,0,45
42.51953125,102.67578125,0.4873046875,130.126953125,0.0048828125,True,0.0122509765625,74.44482421875,1814,6,430,0,0,64
42.51953125,102.67578125,0.4873046875,130.126953125,0.5615234375,False,0.0122509765625,74.44482421875,2177,9,442,0,0,49
42.51953125,102.67578125,0.4873046875,130.126953125,0.5615234375,True,0.4937158203125,74.44482421875,1879,16,451,0,0,33
42.51953125,102.67578125,0.4873046875,130.126953125,0.5615234375,True,0.0122509765625,83.96728515625,2776,8,433,0,0,59
39.39453125,93.53515625,0.5537109375,165.283203125,0.0048828125,False,0.4937158203125,83.96728515625,1980,11,449,0,0,40
47.51953125,57.67578125,0.7373046875,67.626953125,0.8115234375,True,0.3835009765625,99.31982421875,2076,9,447,0,0,44
34.39453125,57.67578125,0.7373046875,67.626953125,0.8115234375,True,0.3835009765625,99.31982421875,1802,11,442,0,0,47
47.51953125,108.53515625,0.7373046875,67.626953125,0.8115234375,True,0.3835009765625,99.31982421875,2214,19,436,0,0,45
47.51953125,57.67578125,0.8037109375,67.626953125,0.8115234375,True,0.3835009765625,99.31982421875,2414,8,447,0,0,45
47.51953125,57.67578125,0.7373046875,227.783203125,0.8115234375,True,0.3835009765625,99.31982421875,1960,11,452,0,0,37
47.51953125,57.67578125,0.7373046875,67.626953125,0.7548828125,True,0.3835009765625,99.31982421875,2461,23,424,0,0,53
47.51953125,57.67578125,0.7373046875,67.626953125,0.8115234375,True,0.3835009765625,99.31982421875,1781,19,423,0,0,58
47.51953125,57.67578125,0.7373046875,67.626953125,0.8115234375,True,0.3699658203125,99.31982421875,1977,10,440,0,0,50
47.51953125,57.67578125,0.7373046875,67.626953125,0.8115234375,True,0.3835009765625,9.34228515625,1462,23,457,0,0,20
34.39453125,108.53515625,0.8037109375,227.783203125,0.7548828125,True,0.3699658203125,9.34228515625,1885,21,453,0,0,26
37.51953125,87.67578125,0.2373046875,192.626953125,0.3115234375,False,0.13600097656250001,49.56982421875,2168,27,435,0,0,38
44.39453125,87.67578125,0.2373046875,192.626953125,0.3115234375,False,0.13600097656250001,49.56982421875,2266,18,442,0,0,40
37.51953125,78.53515625,0.2373046875,192.626953125,0.3115234375,False,0.13600097656250001,49.56982421875,2219,14,447,0,0,39
37.51953125,87.67578125,0.3037109375,192.626953125,0.3115234375,False,0.13600097656250001,49.56982421875,1861,5,449,0,0,46
37.51953125,87.67578125,0.2373046875,102.783203125,0.3115234375,False,0.13600097656250001,49.56982421875,2170,12,440,0,0,48
37.51953125,87.67578125,0.2373046875,192.626953125,0.2548828125,False,0.13600097656250001,49.56982421875,2025,6,443,0,0,51
37.51953125,87.67578125,0.2373046875,192.626953125,0.3115234375,False,0.13600097656250001,49.56982421875,1865,24,436,0,0,40
37.51953125,87.67578125,0.2373046875,192.626953125,0.3115234375,False,0.1224658203125,49.56982421875,1631,18,442,0,0,40
37.51953125,87.67578125,0.2373046875,192.626953125,0.3115234375,False,0.13600097656250001,59.09228515625,2077,19,440,0,0,41
44.39453125,78.53515625,0.3037109375,102.783203125,0.2548828125,False,0.1224658203125,59.09228515625,2039,20,443,0,0,37
35.01953125,50.17578125,0.3623046875,223.876953125,0.4365234375,False,0.4453759765625,86.88232421875,1999,11,432,0,0,57
31.89453125,50.17578125,0.3623046875,223.876953125,0.4365234375,False,0.4453759765625,86.88232421875,2421,9,433,0,0,58
35.01953125,86.03515625,0.3623046875,223.876953125,0.4365234375,False,0.4453759765625,86.88232421875,2005,14,437,0,0,49
35.01953125,50.17578125,0.9287109375,223.876953125,0.4365234375,False,0.4453759765625,86.88232421875,1881,7,463,0,0,30
35.01953125,50.17578125,0.3623046875,71.533203125,0.4365234375,False,0.4453759765625,86.88232421875,2116,11,436,0,0,53
35.01953125,50.17578125,0.3623046875,223.876953125,0.8798828125,False,0.4453759765625,86.88232421875,2522,11,436,0,0,53
35.01953125,50.17578125,0.3623046875,223.876953125,0.4365234375,False,0.4453759765625,86.88232421875,1894,17,448,0,0,35
35.01953125,50.17578125,0.3623046875,223.876953125,0.4365234375,False,0.060590820312499995,86.88232421875,2257,14,444,0,0,42
35.01953125,50.17578125,0.3623046875,223.876953125,0.4365234375,False,0.4453759765625,71.52978515625,1810,27,445,0,0,28
31.89453125,86.03515625,0.9287109375,71.533203125,0.8798828125,False,0.060590820312499995,71.52978515625,2280,9,449,0,0,42
45.01953125,80.17578125,0.8623046875,98.876953125,0.9365234375,True,0.1978759765625,37.13232421875,2113,15,458,0,0,27
41.89453125,80.17578125,0.8623046875,98.876953125,0.9365234375,True,0.1978759765625,37.13232421875,2222,16,439,0,0,45
45.01953125,56.03515625,0.8623046875,98.876953125,0.9365234375,True,0.1978759765625,37.13232421875,2232,11,442,0,0,47
45.01953125,80.17578125,0.4287109375,98.876953125,0.9365234375,True,0.1978759765625,37.13232421875,1907,12,440,0,0,48
45.01953125,80.17578125,0.8623046875,196.533203125,0.9365234375,True,0.1978759765625,37.13232421875,1877,13,453,0,0,34
45.01953125,80.17578125,0.8623046875,98.876953125,0.3798828125,True,0.1978759765625,37.13232421875,1833,10,441,0,0,49
45.01953125,80.17578125,0.8623046875,98.876953125,0.9365234375,True,0.1978759765625,37.13232421875,2424,18,449,0,0,33
45.01953125,80.17578125,0.8623046875,98.876953125,0.9365234375,True,0.3080908203125,37.13232421875,2120,9,444,0,0,47
45.01953125,80.17578125,0.8623046875,98.876953125,0.9365234375,True,0.1978759765625,21.77978515625,1947,18,469,0,0,13
