p_mean_age,p_max_age,p_proportion_wearing_masks,p_healthcare_capacity,p_self_isolate_proportion,p_lockdown,p_lockdown_percentage,p_lockdown_compliance,r_timesteps,r_dead,r_recovered,r_infected,r_infectious,r_unaffected
36.89453125,91.66015625,0.9599609375,32.470703125,0.2861328125,True,0.1379345703125,74.63916015625,2126,17,450,0,0,33
37.51953125,78.30078125,0.9599609375,32.470703125,0.2861328125,True,0.1379345703125,74.63916015625,1851,10,445,0,0,45
37.51953125,91.66015625,0.1435546875,32.470703125,0.2861328125,True,0.1379345703125,74.63916015625,2169,21,421,0,0,58
37.51953125,91.66015625,0.9599609375,75.439453125,0.2861328125,True,0.1379345703125,74.63916015625,2179,15,448,0,0,37
37.51953125,91.66015625,0.9599609375,32.470703125,0.1552734375,True,0.1379345703125,74.63916015625,1810,12,441,0,0,47
37.51953125,91.66015625,0.9599609375,32.470703125,0.2861328125,True,0.1379345703125,74.63916015625,1788,14,455,0,0,31
37.51953125,91.66015625,0.9599609375,32.470703125,0.2861328125,True,0.2133447265625,74.63916015625,2039,12,453,0,0,35
37.51953125,91.66015625,0.9599609375,32.470703125,0.2861328125,True,0.1379345703125,2.92919921875,1683,29,470,0,0,1
37.51953125,91.66015625,0.9599609375,32.470703125,0.2861328125,True,0.1379345703125,74.63916015625,1916,25,446,0,0,29
46.89453125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,2656,11,431,0,0,58
47.51953125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,1612,19,434,0,0,47
46.89453125,61.66015625,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,2043,15,431,0,0,54
46.89453125,108.30078125,0.4599609375,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,2078,13,423,0,0,64
46.89453125,108.30078125,0.6435546875,157.470703125,0.6552734375,False,0.4608447265625,52.67919921875,1781,27,471,0,0,2
46.89453125,108.30078125,0.6435546875,200.439453125,0.7861328125,False,0.4608447265625,52.67919921875,2045,16,440,0,0,44
46.89453125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,2125,7,440,0,0,53
46.89453125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.3854345703125,52.67919921875,2042,14,436,0,0,50
46.89453125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,24.88916015625,1689,23,470,0,0,7
46.89453125,61.66015625,0.4599609375,157.470703125,0.7861328125,False,0.3854345703125,24.88916015625,1743,16,447,0,0,37
47.51953125,108.30078125,0.4599609375,157.470703125,0.7861328125,False,0.3854345703125,24.88916015625,2196,21,466,0,0,13
47.51953125,61.66015625,0.6435546875,157.470703125,0.7861328125,False,0.3854345703125,24.88916015625,2123,15,429,0,0,56
47.51953125,61.66015625,0.4599609375,200.439453125,0.7861328125,False,0.3854345703125,24.88916015625,1500,16,480,0,0,4
47.51953125,61.66015625,0.4599609375,157.470703125,0.6552734375,False,0.3854345703125,24.88916015625,1874,15,424,0,0,61
47.51953125,61.66015625,0.4599609375,157.470703125,0.7861328125,False,0.3854345703125,24.88916015625,2057,7,442,0,0,51
47.51953125,61.66015625,0.4599609375,157.470703125,0.7861328125,False,0.4608447265625,24.88916015625,1747,9,449,0,0,42
47.51953125,61.66015625,0.4599609375,157.470703125,0.7861328125,False,0.3854345703125,52.67919921875,2571,11,439,0,0,50
47.51953125,61.66015625,0.4599609375,157.470703125,0.7861328125,False,0.3854345703125,24.88916015625,1994,10,440,0,0,50
41.89453125,63.30078125,0.3935546875,12.939453125,0.9052734375,False,0.0895947265625,77.55419921875,1906,13,446,0,0,41
42.51953125,63.30078125,0.3935546875,12.939453125,0.9052734375,False,0.0895947265625,77.55419921875,2405,18,428,0,0,54
41.89453125,76.66015625,0.3935546875,12.939453125,0.9052734375,False,0.0895947265625,77.55419921875,1830,10,465,0,0,25
41.89453125,63.30078125,0.2099609375,12.939453125,0.9052734375,False,0.0895947265625,77.55419921875,2172,10,432,0,0,58
41.89453125,63.30078125,0.3935546875,219.970703125,0.9052734375,False,0.0895947265625,77.55419921875,2266,13,450,0,0,37
41.89453125,63.30078125,0.3935546875,12.939453125,0.0361328125,False,0.0895947265625,77.55419921875,2119,15,433,0,0,52
41.89453125,63.30078125,0.3935546875,12.939453125,0.9052734375,True,0.0895947265625,77.55419921875,2284,10,449,0,0,41
41.89453125,63.30078125,0.3935546875,12.939453125,0.9052734375,False,0.2616845703125,77.55419921875,2060,8,442,0,0,50
41.89453125,63.30078125,0.3935546875,12.939453125,0.9052734375,False,0.0895947265625,99.51416015625,1972,16,438,0,0,46
41.89453125,76.66015625,0.2099609375,219.970703125,0.0361328125,True,0.2616845703125,99.51416015625,2169,14,450,0,0,36
42.51953125,63.30078125,0.2099609375,219.970703125,0.0361328125,True,0.2616845703125,99.51416015625,1954,12,443,0,0,45
42.51953125,76.66015625,0.3935546875,219.970703125,0.0361328125,True,0.2616845703125,99.51416015625,3252,5,452,0,0,43
42.51953125,76.66015625,0.2099609375,12.939453125,0.0361328125,True,0.2616845703125,99.51416015625,2026,19,437,0,0,44
42.51953125,76.66015625,0.2099609375,219.970703125,0.9052734375,True,0.2616845703125,99.51416015625,1825,15,417,0,0,68
42.51953125,76.66015625,0.2099609375,219.970703125,0.0361328125,False,0.2616845703125,99.51416015625,1791,17,462,0,0,21
42.51953125,76.66015625,0.2099609375,219.970703125,0.0361328125,True,0.0895947265625,99.51416015625,2027,17,425,0,0,58
42.51953125,76.66015625,0.2099609375,219.970703125,0.0361328125,True,0.2616845703125,77.55419921875,2423,16,438,0,0,46
42.51953125,76.66015625,0.2099609375,219.970703125,0.0361328125,True,0.2616845703125,99.51416015625,1904,16,472,0,0,12
31.89453125,93.30078125,0.8935546875,137.939453125,0.4052734375,True,0.3370947265625,27.80419921875,2134,11,442,0,0,47
32.51953125,93.30078125,0.8935546875,137.939453125,0.4052734375,True,0.3370947265625,27.80419921875,2354,18,447,0,0,35
31.89453125,106.66015625,0.8935546875,137.939453125,0.4052734375,True,0.3370947265625,27.80419921875,1868,11,434,0,0,55
31.89453125,93.30078125,0.7099609375,137.939453125,0.4052734375,True,0.3370947265625,27.80419921875,2085,16,433,0,0,51
31.89453125,93.30078125,0.8935546875,94.970703125,0.4052734375,True,0.3370947265625,27.80419921875,1925,21,422,0,0,57
31.89453125,93.30078125,0.8935546875,137.939453125,0.5361328125,True,0.3370947265625,27.80419921875,2141,12,457,0,0,31
31.89453125,93.30078125,0.8935546875,137.939453125,0.4052734375,False,0.3370947265625,27.80419921875,1914,12,454,0,0,34
31.89453125,93.30078125,0.8935546875,137.939453125,0.4052734375,True,0.014184570312499999,27.80419921875,2982,19,430,0,0,51
31.89453125,93.30078125,0.8935546875,137.939453125,0.4052734375,True,0.3370947265625,49.76416015625,1990,10,449,0,0,41
31.89453125,106.66015625,0.7099609375,94.970703125,0.5361328125,False,0.014184570312499999,49.76416015625,2229,14,438,0,0,48
32.51953125,93.30078125,0.7099609375,94.970703125,0.5361328125,False,0.014184570312499999,49.76416015625,1927,8,448,0,0,44
32.51953125,106.66015625,0.8935546875,94.970703125,0.5361328125,False,0.014184570312499999,49.76416015625,1849,8,462,0,0,30
32.51953125,106.66015625,0.7099609375,137.939453125,0.5361328125,False,0.014184570312499999,49.76416015625,1789,14,430,0,0,56
32.51953125,106.66015625,0.7099609375,94.970703125,0.4052734375,False,0.014184570312499999,49.76416015625,2547,11,451,0,0,38
32.51953125,106.66015625,0.7099609375,94.970703125,0.5361328125,True,0.014184570312499999,49.76416015625,2081,11,438,0,0,51
32.51953125,106.66015625,0.7099609375,94.970703125,0.5361328125,False,0.3370947265625,49.76416015625,2037,19,435,0,0,46
32.51953125,106.66015625,0.7099609375,94.970703125,0.5361328125,False,0.014184570312499999,27.80419921875,1899,15,448,0,0,37
32.51953125,106.66015625,0.7099609375,94.970703125,0.5361328125,False,0.014184570312499999,49.76416015625,2681,13,432,0,0,55
31.26953125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,2068,14,439,0,0,47
30.64453125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,2418,11,451,0,0,38
31.26953125,74.78515625,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,2037,12,441,0,0,47
31.26953125,61.42578125,0.7412109375,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,2185,11,417,0,0,72
31.26953125,61.42578125,0.0498046875,55.908203125,0.6240234375,False,0.4763134765625,80.66357421875,2084,24,422,0,0,54
31.26953125,61.42578125,0.0498046875,114.501953125,0.4423828125,False,0.4763134765625,80.66357421875,2247,17,447,0,0,36
31.26953125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,1881,16,462,0,0,22
31.26953125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.3390283203125,80.66357421875,2033,12,451,0,0,37
31.26953125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,65.31103515625,1720,18,458,0,0,24
31.26953125,74.78515625,0.7412109375,55.908203125,0.4423828125,False,0.3390283203125,65.31103515625,1904,16,456,0,0,28
30.64453125,61.42578125,0.7412109375,55.908203125,0.4423828125,False,0.3390283203125,65.31103515625,2032,14,444,0,0,42
30.64453125,74.78515625,0.0498046875,55.908203125,0.4423828125,False,0.3390283203125,65.31103515625,2245,11,445,0,0,44
30.64453125,74.78515625,0.7412109375,114.501953125,0.4423828125,False,0.3390283203125,65.31103515625,1638,17,478,0,0,5
30.64453125,74.78515625,0.7412109375,55.908203125,0.6240234375,False,0.3390283203125,65.31103515625,2097,17,407,0,0,76
30.64453125,74.78515625,0.7412109375,55.908203125,0.4423828125,False,0.3390283203125,65.31103515625,2318,10,438,0,0,52
30.64453125,74.78515625,0.7412109375,55.908203125,0.4423828125,False,0.4763134765625,65.31103515625,1802,11,437,0,0,52
30.64453125,74.78515625,0.7412109375,55.908203125,0.4423828125,False,0.3390283203125,80.66357421875,2066,8,435,0,0,57
30.64453125,74.78515625,0.7412109375,55.908203125,0.4423828125,False,0.3390283203125,65.31103515625,1983,9,451,0,0,40
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1698,25,462,0,0,13
40.64453125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1735,10,449,0,0,41
41.26953125,104.78515625,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1838,17,442,0,0,41
41.26953125,91.42578125,0.2412109375,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,2431,15,471,0,0,14
41.26953125,91.42578125,0.5498046875,180.908203125,0.1240234375,True,0.2288134765625,30.91357421875,1995,12,423,0,0,65
41.26953125,91.42578125,0.5498046875,239.501953125,0.9423828125,True,0.2288134765625,30.91357421875,1785,14,470,0,0,16
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1848,15,438,0,0,47
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.09152832031250001,30.91357421875,1518,15,459,0,0,26
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,15.56103515625,2000,16,434,0,0,50
41.26953125,104.78515625,0.2412109375,180.908203125,0.9423828125,True,0.09152832031250001,15.56103515625,2442,11,434,0,0,55
40.64453125,91.42578125,0.2412109375,180.908203125,0.9423828125,True,0.09152832031250001,15.56103515625,2349,12,438,0,0,50
40.64453125,104.78515625,0.5498046875,180.908203125,0.9423828125,True,0.09152832031250001,15.56103515625,1931,11,450,0,0,39
40.64453125,104.78515625,0.2412109375,239.501953125,0.9423828125,True,0.09152832031250001,15.56103515625,1507,16,464,0,0,20
40.64453125,104.78515625,0.2412109375,180.908203125,0.1240234375,True,0.09152832031250001,15.56103515625,1756,18,448,0,0,34
40.64453125,104.78515625,0.2412109375,180.908203125,0.9423828125,True,0.09152832031250001,15.56103515625,1539,12,470,0,0,18
40.64453125,104.78515625,0.2412109375,180.908203125,0.9423828125,True,0.2288134765625,15.56103515625,2281,13,450,0,0,37
40.64453125,104.78515625,0.2412109375,180.908203125,0.9423828125,True,0.09152832031250001,30.91357421875,1951,13,460,0,0,27
40.64453125,104.78515625,0.2412109375,180.908203125,0.9423828125,True,0.09152832031250001,15.56103515625,2063,16,443,0,0,41
46.26953125,76.42578125,0.2998046875,52.001953125,0.3740234375,True,0.3525634765625,6.03857421875,1684,18,473,0,0,9
45.64453125,76.42578125,0.2998046875,52.001953125,0.3740234375,True,0.3525634765625,6.03857421875,1633,26,445,0,0,29
46.26953125,89.78515625,0.2998046875,52.001953125,0.3740234375,True,0.3525634765625,6.03857421875,2350,10,441,0,0,49
46.26953125,76.42578125,0.4912109375,52.001953125,0.3740234375,True,0.3525634765625,6.03857421875,1864,16,467,0,0,17
46.26953125,76.42578125,0.2998046875,243.408203125,0.3740234375,True,0.3525634765625,6.03857421875,2269,14,441,0,0,45
46.26953125,76.42578125,0.2998046875,52.001953125,0.1923828125,True,0.3525634765625,6.03857421875,1851,14,435,0,0,51
46.26953125,76.42578125,0.2998046875,52.001953125,0.3740234375,False,0.3525634765625,6.03857421875,1036,1,8,0,0,491
46.26953125,76.42578125,0.2998046875,52.001953125,0.3740234375,True,0.2152783203125,6.03857421875,1934,13,447,0,0,40
46.26953125,76.42578125,0.2998046875,52.001953125,0.3740234375,True,0.3525634765625,90.18603515625,2319,12,434,0,0,54
46.26953125,89.78515625,0.4912109375,243.408203125,0.1923828125,False,0.2152783203125,90.18603515625,1872,13,448,0,0,39
45.64453125,76.42578125,0.4912109375,243.408203125,0.1923828125,False,0.2152783203125,90.18603515625,2040,11,429,0,0,60
45.64453125,89.78515625,0.2998046875,243.408203125,0.1923828125,False,0.2152783203125,90.18603515625,1866,20,450,0,0,30
45.64453125,89.78515625,0.4912109375,52.001953125,0.1923828125,False,0.2152783203125,90.18603515625,2090,15,446,0,0,39
45.64453125,89.78515625,0.4912109375,243.408203125,0.3740234375,False,0.2152783203125,90.18603515625,2196,11,441,0,0,48
45.64453125,89.78515625,0.4912109375,243.408203125,0.1923828125,True,0.2152783203125,90.18603515625,2861,16,445,0,0,39
45.64453125,89.78515625,0.4912109375,243.408203125,0.1923828125,False,0.3525634765625,90.18603515625,2058,14,443,0,0,43
45.64453125,89.78515625,0.4912109375,243.408203125,0.1923828125,False,0.2152783203125,6.03857421875,1681,14,437,0,0,49
45.64453125,89.78515625,0.4912109375,243.408203125,0.1923828125,False,0.2152783203125,90.18603515625,1475,23,463,0,0,14
36.26953125,106.42578125,0.7998046875,177.001953125,0.8740234375,False,0.10506347656250001,55.78857421875,2540,15,446,0,0,39
35.64453125,106.42578125,0.7998046875,177.001953125,0.8740234375,False,0.10506347656250001,55.78857421875,1904,18,438,0,0,44
36.26953125,59.78515625,0.7998046875,177.001953125,0.8740234375,False,0.10506347656250001,55.78857421875,1943,10,455,0,0,35
36.26953125,106.42578125,0.9912109375,177.001953125,0.8740234375,False,0.10506347656250001,55.78857421875,1953,12,447,0,0,41
36.26953125,106.42578125,0.7998046875,118.408203125,0.8740234375,False,0.10506347656250001,55.78857421875,1987,16,455,0,0,29
36.26953125,106.42578125,0.7998046875,177.001953125,0.6923828125,False,0.10506347656250001,55.78857421875,1431,24,471,0,0,5
36.26953125,106.42578125,0.7998046875,177.001953125,0.8740234375,True,0.10506347656250001,55.78857421875,1920,16,433,0,0,51
36.26953125,106.42578125,0.7998046875,177.001953125,0.8740234375,False,0.4627783203125,55.78857421875,1910,9,439,0,0,52
36.26953125,106.42578125,0.7998046875,177.001953125,0.8740234375,False,0.10506347656250001,40.43603515625,1818,12,450,0,0,38
36.26953125,59.78515625,0.9912109375,118.408203125,0.6923828125,True,0.4627783203125,40.43603515625,2067,15,440,0,0,45
35.64453125,106.42578125,0.9912109375,118.408203125,0.6923828125,True,0.4627783203125,40.43603515625,2066,13,450,0,0,37
35.64453125,59.78515625,0.7998046875,118.408203125,0.6923828125,True,0.4627783203125,40.43603515625,2549,11,436,0,0,53
35.64453125,59.78515625,0.9912109375,177.001953125,0.6923828125,True,0.4627783203125,40.43603515625,2568,13,431,0,0,56
35.64453125,59.78515625,0.9912109375,118.408203125,0.8740234375,True,0.4627783203125,40.43603515625,2068,9,460,0,0,31
35.64453125,59.78515625,0.9912109375,118.408203125,0.6923828125,False,0.4627783203125,40.43603515625,1900,14,439,0,0,47
35.64453125,59.78515625,0.9912109375,118.408203125,0.6923828125,True,0.10506347656250001,40.43603515625,1859,17,430,0,0,53
35.64453125,59.78515625,0.9912109375,118.408203125,0.6923828125,True,0.4627783203125,55.78857421875,2639,9,442,0,0,49
35.64453125,59.78515625,0.9912109375,118.408203125,0.6923828125,True,0.4627783203125,40.43603515625,1978,20,456,0,0,24
38.76953125,68.92578125,0.6748046875,145.751953125,0.9990234375,False,0.2906884765625,18.47607421875,2309,18,439,0,0,43
48.14453125,68.92578125,0.6748046875,145.751953125,0.9990234375,False,0.2906884765625,18.47607421875,1693,10,477,0,0,13
38.76953125,97.28515625,0.6748046875,145.751953125,0.9990234375,False,0.2906884765625,18.47607421875,1928,17,436,0,0,47
38.76953125,68.92578125,0.3662109375,145.751953125,0.9990234375,False,0.2906884765625,18.47607421875,2089,15,439,0,0,46
38.76953125,68.92578125,0.6748046875,87.158203125,0.9990234375,False,0.2906884765625,18.47607421875,1760,10,439,0,0,51
