,infected,recovered,fatalities,infected_known
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,1,0,0,0
52,1,0,0,0
53,1,0,0,0
54,1,0,0,0
55,1,0,0,0
56,1,0,0,0
57,1,0,0,0
58,1,0,0,0
59,1,0,0,0
60,1,0,0,0
61,1,0,0,0
62,1,0,0,0
63,1,0,0,0
64,1,0,0,0
65,1,0,0,0
66,1,0,0,0
67,1,0,0,0
68,1,0,0,0
69,1,0,0,0
70,1,0,0,0
71,1,0,0,0
72,1,0,0,0
73,1,0,0,0
74,1,0,0,0
75,1,0,0,0
76,1,0,0,0
77,1,0,0,0
78,1,0,0,0
79,1,0,0,0
80,1,0,0,0
81,1,0,0,0
82,1,0,0,0
83,1,0,0,0
84,1,0,0,0
85,1,0,0,0
86,1,0,0,0
87,1,0,0,0
88,1,0,0,0
89,1,0,0,0
90,1,0,0,0
91,1,0,0,0
92,1,0,0,0
93,1,0,0,0
94,1,0,0,0
95,1,0,0,0
96,1,0,0,0
97,1,0,0,0
98,1,0,0,0
99,1,0,0,0
100,1,0,0,0
101,1,0,0,0
102,1,0,0,0
103,1,0,0,0
104,1,0,0,0
105,1,0,0,0
106,2,0,0,0
107,2,0,0,0
108,2,0,0,0
109,2,0,0,0
110,3,0,0,0
111,3,0,0,0
112,3,0,0,0
113,3,0,0,0
114,3,0,0,0
115,3,0,0,0
116,3,0,0,0
117,3,0,0,0
118,3,0,0,0
119,3,0,0,0
120,3,0,0,0
121,3,0,0,0
122,3,0,0,0
123,3,0,0,0
124,3,0,0,0
125,3,0,0,0
126,3,0,0,0
127,3,0,0,0
128,3,0,0,0
129,3,0,0,0
130,3,0,0,0
131,3,0,0,0
132,3,0,0,0
133,3,0,0,0
134,4,0,0,0
135,4,0,0,0
136,4,0,0,0
137,4,0,0,0
138,5,0,0,0
139,6,0,0,0
140,6,0,0,0
141,7,0,0,0
142,7,0,0,0
143,7,0,0,0
144,7,0,0,0
145,7,0,0,0
146,8,0,0,0
147,9,0,0,0
148,9,0,0,0
149,9,0,0,0
150,9,0,0,0
151,9,0,0,0
152,9,0,0,0
153,11,0,0,0
154,11,0,0,0
155,11,0,0,0
156,11,0,0,0
157,11,0,0,0
158,11,0,0,0
159,11,0,0,0
160,11,0,0,0
161,11,0,0,0
162,12,0,0,0
163,14,0,0,0
164,15,0,0,0
165,16,0,0,0
166,16,0,0,0
167,18,0,0,0
168,18,0,0,0
169,20,0,0,0
170,21,0,0,0
171,24,0,0,0
172,24,0,0,0
173,26,0,0,0
174,27,0,0,0
175,31,0,0,0
176,32,0,0,0
177,33,0,0,0
178,36,0,0,0
179,39,0,0,0
180,41,0,0,0
181,43,0,0,0
182,43,0,0,0
183,44,0,0,0
184,45,0,0,0
185,46,0,0,0
186,49,0,0,0
187,55,0,0,0
188,58,0,0,0
189,62,0,0,0
190,62,0,0,7
191,65,0,0,7
192,66,0,0,7
193,70,0,0,7
194,73,0,0,7
195,77,0,0,7
196,80,0,0,7
197,84,0,0,7
198,87,0,0,7
199,92,0,0,7
200,95,0,0,16
201,95,0,0,16
202,99,0,0,16
203,105,0,0,16
204,107,0,0,16
205,109,0,0,16
206,112,0,0,16
207,118,0,0,16
208,119,0,0,16
209,121,0,0,16
210,122,0,0,26
211,129,0,0,26
212,129,0,0,26
213,134,0,0,26
214,137,0,0,26
215,142,0,0,26
216,145,0,0,26
217,150,0,0,26
218,155,0,0,26
219,164,0,0,26
220,170,0,0,40
221,176,0,0,40
222,180,0,0,40
223,184,0,0,40
224,188,0,0,40
225,191,0,0,40
226,198,0,0,40
227,206,0,0,40
228,211,0,0,40
229,220,0,0,40
230,231,0,0,57
231,237,0,0,57
232,240,0,0,57
233,248,0,0,57
234,259,0,0,57
235,268,0,0,57
236,270,0,0,57
237,278,0,0,57
238,283,0,0,57
239,295,0,0,57
240,299,0,0,83
241,306,1,0,83
242,314,1,0,83
243,323,1,0,83
244,331,1,0,83
245,337,1,0,83
246,341,1,0,83
247,349,1,0,83
248,351,1,0,83
249,356,1,0,83
250,359,1,0,111
251,361,1,0,111
252,368,1,0,111
253,373,1,0,111
254,377,1,0,111
255,387,1,0,111
256,394,1,0,111
257,398,1,0,111
258,400,1,0,111
259,404,1,0,111
260,408,1,0,152
261,413,1,0,152
262,418,1,0,152
263,421,1,0,152
264,423,1,0,152
265,436,1,0,152
266,442,1,0,152
267,449,1,0,152
268,455,1,0,152
269,463,1,0,152
270,467,1,0,190
271,468,1,0,190
272,473,1,0,190
273,478,1,0,190
274,483,1,0,190
275,488,1,0,190
276,491,1,0,190
277,495,1,0,190
278,501,1,0,190
279,501,1,0,190
280,501,1,0,230
281,501,1,0,230
282,501,1,0,230
283,501,1,0,230
284,501,1,0,230
285,501,1,0,230
286,501,1,0,230
287,501,1,0,230
288,501,1,0,230
289,501,1,0,230
290,501,1,0,267
291,501,1,0,267
292,501,1,0,267
293,501,1,0,267
294,501,1,0,267
295,501,1,0,267
296,501,1,0,267
297,501,1,0,267
298,501,1,0,267
299,501,1,0,267
300,501,1,0,302
301,501,1,0,302
302,501,1,0,302
303,501,1,0,302
304,501,1,0,302
305,501,1,0,302
306,501,1,0,302
307,501,1,0,302
308,501,1,0,302
309,501,1,0,302
310,501,1,0,333
311,501,1,0,333
312,501,1,0,333
313,501,1,0,333
314,501,1,0,333
315,501,1,0,333
316,501,1,0,333
317,501,1,0,333
318,501,1,0,333
319,501,1,0,333
320,501,1,0,349
321,501,1,0,349
322,501,1,0,349
323,501,1,0,349
324,501,1,0,349
325,501,1,0,349
326,501,1,0,349
327,501,1,0,349
328,501,1,0,349
329,501,1,0,349
330,501,1,0,360
331,501,1,0,360
332,501,1,0,360
333,501,1,0,360
334,501,1,0,360
335,501,1,0,360
336,501,1,0,360
337,501,1,0,360
338,501,1,0,360
339,501,1,0,360
340,501,1,0,364
341,501,1,0,364
342,501,1,0,364
343,501,1,0,364
344,501,1,0,364
345,501,1,0,364
346,501,1,0,364
347,501,1,0,364
348,501,1,0,364
349,501,1,0,364
350,501,1,0,371
351,501,1,0,371
352,501,1,0,371
353,501,1,0,371
354,501,1,0,371
355,501,1,0,371
356,501,1,0,371
357,501,1,0,371
358,501,1,0,371
359,501,1,0,371
360,501,1,0,374
361,501,1,0,374
362,501,1,0,374
363,501,1,0,374
364,501,1,0,374
365,501,1,0,374
366,501,1,0,374
367,501,1,0,374
368,501,1,0,374
369,501,1,0,374
370,501,1,0,379
371,501,1,0,379
372,501,1,0,379
373,500,2,0,379
374,500,2,0,379
375,500,2,0,379
376,500,2,0,379
377,500,2,0,379
378,500,2,0,379
379,500,2,0,379
380,500,2,0,380
381,500,2,0,380
382,500,2,0,380
383,500,2,0,380
384,500,2,0,380
385,500,2,0,380
386,500,2,0,380
387,500,2,0,380
388,500,2,0,380
389,500,2,0,380
390,500,2,0,380
391,500,2,0,380
392,500,2,0,380
393,500,2,0,380
394,500,2,0,380
395,500,2,0,380
396,500,2,0,380
397,500,2,0,380
398,500,2,0,380
399,500,2,0,380
400,500,2,0,383
401,500,2,0,383
402,500,2,0,383
403,500,2,0,383
404,500,2,0,383
405,500,2,0,383
406,500,2,0,383
407,500,2,0,383
408,500,2,0,383
409,500,2,0,383
410,499,3,0,383
411,515,4,0,382
412,515,4,0,382
413,515,4,0,382
414,515,4,0,382
415,515,4,0,382
416,515,4,0,382
417,514,5,0,381
418,514,5,0,381
419,514,5,0,381
420,514,5,0,383
421,513,6,0,383
422,513,6,0,383
423,512,7,0,383
424,512,7,0,383
425,512,7,0,383
