,infected,recovered,fatalities,infected_known
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,1,0,0,0
52,1,0,0,0
53,1,0,0,0
54,1,0,0,0
55,1,0,0,0
56,1,0,0,0
57,1,0,0,0
58,1,0,0,0
59,1,0,0,0
60,1,0,0,0
61,1,0,0,0
62,1,0,0,0
63,1,0,0,0
64,1,0,0,0
65,1,0,0,0
66,1,0,0,0
67,1,0,0,0
68,1,0,0,0
69,1,0,0,0
70,1,0,0,0
71,1,0,0,0
72,1,0,0,0
73,1,0,0,0
74,1,0,0,0
75,1,0,0,0
76,1,0,0,0
77,1,0,0,0
78,1,0,0,0
79,1,0,0,0
80,1,0,0,0
81,1,0,0,0
82,1,0,0,0
83,1,0,0,0
84,1,0,0,0
85,1,0,0,0
86,1,0,0,0
87,1,0,0,0
88,1,0,0,0
89,1,0,0,0
90,1,0,0,0
91,1,0,0,0
92,1,0,0,0
93,1,0,0,0
94,1,0,0,0
95,1,0,0,0
96,1,0,0,0
97,1,0,0,0
98,1,0,0,0
99,1,0,0,0
100,1,0,0,0
101,1,0,0,0
102,1,0,0,0
103,1,0,0,0
104,1,0,0,0
105,1,0,0,0
106,1,0,0,0
107,1,0,0,0
108,1,0,0,0
109,1,0,0,0
110,1,0,0,0
111,1,0,0,0
112,1,0,0,0
113,1,0,0,0
114,1,0,0,0
115,1,0,0,0
116,1,0,0,0
117,1,0,0,0
118,1,0,0,0
119,1,0,0,0
120,1,0,0,0
121,1,0,0,0
122,1,0,0,0
123,1,0,0,0
124,1,0,0,0
125,1,0,0,0
126,1,0,0,0
127,1,0,0,0
128,1,0,0,0
129,1,0,0,0
130,1,0,0,0
131,1,0,0,0
132,1,0,0,0
133,1,0,0,0
134,1,0,0,0
135,1,0,0,0
136,1,0,0,0
137,1,0,0,0
138,1,0,0,0
139,1,0,0,0
140,1,0,0,0
141,1,0,0,0
142,1,0,0,0
143,1,0,0,0
144,1,0,0,0
145,1,0,0,0
146,1,0,0,0
147,1,0,0,0
148,1,0,0,0
149,1,0,0,0
150,1,0,0,0
151,1,0,0,0
152,1,0,0,0
153,1,0,0,0
154,1,0,0,0
155,1,0,0,0
156,1,0,0,0
157,1,0,0,0
158,1,0,0,0
159,1,0,0,0
160,1,0,0,0
161,1,0,0,0
162,1,0,0,0
163,1,0,0,0
164,1,0,0,0
165,1,0,0,0
166,1,0,0,0
167,1,0,0,0
168,1,0,0,0
169,1,0,0,0
170,1,0,0,0
171,1,0,0,0
172,2,0,0,0
173,2,0,0,0
174,2,0,0,0
175,2,0,0,0
176,2,0,0,0
177,2,0,0,0
178,2,0,0,0
179,2,0,0,0
180,2,0,0,0
181,2,0,0,0
182,2,0,0,0
183,2,0,0,0
184,2,0,0,0
185,3,0,0,0
186,3,0,0,0
187,3,0,0,0
188,3,0,0,0
189,3,0,0,0
190,3,0,0,0
191,3,0,0,0
192,3,0,0,0
193,3,0,0,0
194,3,0,0,0
195,3,0,0,0
196,3,0,0,0
197,3,0,0,0
198,3,0,0,0
199,3,0,0,0
200,3,0,0,0
201,3,0,0,0
202,3,0,0,0
203,3,0,0,0
204,3,0,0,0
205,4,0,0,0
206,4,0,0,0
207,4,0,0,0
208,4,0,0,0
209,4,0,0,0
210,4,0,0,0
211,4,0,0,0
212,4,0,0,0
213,4,0,0,0
214,4,0,0,0
215,4,0,0,0
216,4,0,0,0
217,4,0,0,0
218,4,0,0,0
219,4,0,0,0
220,4,0,0,0
221,4,0,0,0
222,4,0,0,0
223,4,0,0,0
224,5,0,0,0
225,5,0,0,0
226,5,0,0,0
227,6,0,0,0
228,6,0,0,0
229,6,0,0,0
230,6,0,0,0
231,6,0,0,0
232,6,0,0,0
233,6,0,0,0
234,7,0,0,0
235,8,0,0,0
236,9,0,0,0
237,9,0,0,0
238,9,0,0,0
239,9,0,0,0
240,9,0,0,0
241,9,0,0,0
242,10,0,0,0
243,10,0,0,0
244,10,0,0,0
245,11,0,0,0
246,11,0,0,0
247,11,0,0,0
248,11,0,0,0
249,11,0,0,0
250,11,0,0,0
251,11,0,0,0
252,11,0,0,0
253,12,0,0,0
254,12,0,0,0
255,12,0,0,0
256,12,0,0,0
257,12,0,0,0
258,12,0,0,0
259,12,0,0,0
260,12,0,0,0
261,12,0,0,0
262,13,0,0,0
263,14,0,0,0
264,14,0,0,0
265,14,0,0,0
266,14,0,0,0
267,14,0,0,0
268,16,0,0,0
269,16,0,0,0
270,17,0,0,0
271,17,0,0,0
272,17,0,0,0
273,17,0,0,0
274,17,0,0,0
275,17,0,0,0
276,18,0,0,0
277,18,0,0,0
278,19,0,0,0
279,19,0,0,0
280,21,0,0,0
281,21,0,0,0
282,21,0,0,0
283,22,0,0,0
284,22,0,0,0
285,22,0,0,0
286,22,0,0,0
287,22,0,0,0
288,22,0,0,0
289,23,0,0,0
290,23,0,0,0
291,25,0,0,0
292,25,0,0,0
293,26,0,0,0
294,26,0,0,0
295,26,0,0,0
296,26,0,0,0
297,26,0,0,0
298,27,0,0,0
299,28,0,0,0
300,28,0,0,4
301,28,0,0,4
302,29,0,0,4
303,30,0,0,4
304,31,0,0,4
305,32,0,0,4
306,32,0,0,4
307,32,0,0,4
308,34,0,0,4
309,35,0,0,4
310,35,0,0,7
311,35,0,0,7
312,35,0,0,7
313,35,0,0,7
314,35,0,0,7
315,35,0,0,7
316,35,0,0,7
317,36,0,0,7
318,36,0,0,7
319,36,0,0,7
320,38,0,0,12
321,39,0,0,12
322,39,0,0,12
323,39,0,0,12
324,39,0,0,12
325,40,0,0,12
326,40,0,0,12
327,40,0,0,12
328,40,0,0,12
329,41,0,0,12
330,41,0,0,18
331,42,0,0,18
332,42,0,0,18
333,42,0,0,18
334,42,0,0,18
335,42,0,0,18
336,42,0,0,18
337,42,0,0,18
338,42,0,0,18
339,43,0,0,18
340,44,0,0,19
341,45,0,0,19
342,46,0,0,19
343,48,0,0,19
344,48,0,0,19
345,48,0,0,19
346,48,0,0,19
347,48,0,0,19
348,48,0,0,19
349,48,0,0,19
350,49,0,0,23
351,49,0,0,23
352,49,0,0,23
353,49,0,0,23
354,50,0,0,23
355,54,0,0,23
356,57,0,0,23
357,57,0,0,23
358,59,0,0,23
359,59,0,0,23
360,60,0,0,24
361,61,0,0,24
362,61,0,0,24
363,61,0,0,24
364,61,0,0,24
365,61,0,0,24
366,61,0,0,24
367,61,0,0,24
368,61,0,0,24
369,64,0,0,24
370,66,0,0,29
371,67,0,0,29
372,68,0,0,29
373,68,0,0,29
374,68,0,0,29
375,68,0,0,29
376,69,0,0,29
377,70,0,0,29
378,72,0,0,29
379,72,0,0,29
380,72,0,0,35
381,72,0,0,35
382,73,0,0,35
383,73,0,0,35
384,75,0,0,35
385,75,0,0,35
386,76,0,0,35
387,76,0,0,35
388,76,0,0,35
389,76,0,0,35
390,76,0,0,40
391,76,0,0,40
392,77,0,0,40
393,77,0,0,40
394,79,0,0,40
395,80,0,0,40
396,81,0,0,40
397,83,0,0,40
398,83,0,0,40
399,83,0,0,40
400,83,0,0,43
401,83,0,0,43
402,83,0,0,43
403,83,0,0,43
404,82,1,0,42
405,82,1,0,42
406,83,1,0,42
407,83,1,0,42
408,84,1,0,42
409,84,1,0,42
410,85,1,0,46
411,87,1,0,46
412,88,1,0,46
413,89,1,0,46
414,89,1,0,46
415,91,1,0,46
416,91,1,0,46
417,91,1,0,46
418,92,1,0,46
419,92,1,0,46
420,92,1,0,53
421,95,1,0,53
422,96,1,0,53
423,96,1,0,53
424,96,1,0,53
425,98,1,0,53
