,infected,recovered,fatalities,infected_known
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,1,0,0,0
52,1,0,0,0
53,1,0,0,0
54,1,0,0,0
55,1,0,0,0
56,1,0,0,0
57,2,0,0,0
58,2,0,0,0
59,2,0,0,0
60,2,0,0,0
61,2,0,0,0
62,2,0,0,0
63,2,0,0,0
64,2,0,0,0
65,2,0,0,0
66,2,0,0,0
67,3,0,0,0
68,3,0,0,0
69,3,0,0,0
70,3,0,0,0
71,4,0,0,0
72,4,0,0,0
73,4,0,0,0
74,4,0,0,0
75,4,0,0,0
76,4,0,0,0
77,4,0,0,0
78,4,0,0,0
79,4,0,0,0
80,4,0,0,0
81,5,0,0,0
82,5,0,0,0
83,5,0,0,0
84,5,0,0,0
85,5,0,0,0
86,5,0,0,0
87,5,0,0,0
88,5,0,0,0
89,5,0,0,0
90,5,0,0,0
91,6,0,0,0
92,6,0,0,0
93,6,0,0,0
94,7,0,0,0
95,8,0,0,0
96,9,0,0,0
97,10,0,0,0
98,10,0,0,0
99,12,0,0,0
100,12,0,0,0
101,12,0,0,0
102,13,0,0,0
103,13,0,0,0
104,15,0,0,0
105,17,0,0,0
106,18,0,0,0
107,19,0,0,0
108,19,0,0,0
109,20,0,0,0
110,20,0,0,0
111,20,0,0,0
112,20,0,0,0
113,23,0,0,0
114,23,0,0,0
115,24,0,0,0
116,25,0,0,0
117,26,0,0,0
118,27,0,0,0
119,28,0,0,0
120,28,0,0,0
121,28,0,0,0
122,30,0,0,0
123,30,0,0,0
124,34,0,0,0
125,35,0,0,0
126,36,0,0,0
127,36,0,0,0
128,37,0,0,0
129,37,0,0,0
130,37,0,0,0
131,40,0,0,0
132,42,0,0,0
133,42,0,0,0
134,42,0,0,0
135,46,0,0,0
136,46,0,0,0
137,48,0,0,0
138,49,0,0,0
139,51,0,0,0
140,53,0,0,6
141,54,0,0,6
142,54,0,0,6
143,56,0,0,6
144,57,0,0,6
145,58,0,0,6
146,60,0,0,6
147,61,0,0,6
148,61,0,0,6
149,63,0,0,6
150,63,0,0,14
151,65,0,0,14
152,68,0,0,14
153,69,0,0,14
154,72,0,0,14
155,74,0,0,14
156,75,0,0,14
157,75,0,0,14
158,77,0,0,14
159,79,0,0,14
160,79,0,0,22
161,83,0,0,22
162,84,0,0,22
163,85,0,0,22
164,86,0,0,22
165,88,0,0,22
166,90,0,0,22
167,91,0,0,22
168,92,0,0,22
169,96,0,0,22
170,99,0,0,27
171,105,0,0,27
172,107,0,0,27
173,107,0,0,27
174,110,0,0,27
175,112,0,0,27
176,113,0,0,27
177,115,0,0,27
178,117,0,0,27
179,117,0,0,27
180,119,0,0,36
181,121,0,0,36
182,122,0,0,36
183,122,0,0,36
184,124,0,0,36
185,128,0,0,36
186,130,0,0,36
187,134,0,0,36
188,136,0,0,36
189,139,0,0,36
190,143,0,0,51
191,144,0,0,51
192,145,0,0,51
193,146,0,0,51
194,146,0,0,51
195,148,0,0,51
196,151,0,0,51
197,153,0,0,51
198,154,0,0,51
199,158,0,0,51
200,161,0,0,64
201,163,0,0,64
202,164,0,0,64
203,164,0,0,64
204,165,0,0,64
205,166,0,0,64
206,169,0,0,64
207,170,0,0,64
208,173,0,0,64
209,175,0,0,64
210,177,0,0,78
211,181,0,0,78
212,186,0,0,78
213,190,0,0,78
214,193,0,0,78
215,195,0,0,78
216,197,0,0,78
217,197,0,0,78
218,202,0,0,78
219,202,0,0,78
220,207,0,0,92
221,211,0,0,92
222,215,0,0,92
223,219,0,0,92
224,224,0,0,92
225,227,0,0,92
226,232,0,0,92
227,237,0,0,92
228,241,0,0,92
229,246,0,0,92
230,249,0,0,105
231,254,0,0,105
232,259,0,0,105
233,262,0,0,105
234,268,0,0,105
235,270,0,0,105
236,276,0,0,105
237,278,0,0,105
238,285,0,0,105
239,291,0,0,105
240,295,0,0,120
241,299,0,0,120
242,304,0,0,120
243,310,0,0,120
244,312,0,0,120
245,319,0,0,120
246,321,0,0,120
247,326,0,0,120
248,329,0,0,120
249,337,0,0,120
250,345,0,0,139
251,346,0,0,139
252,350,0,0,139
253,355,0,0,139
254,360,0,0,139
255,365,0,0,139
256,366,0,0,139
257,375,0,0,139
258,380,0,0,139
259,384,0,0,139
260,389,0,0,175
261,396,0,0,175
262,404,0,0,175
263,411,0,0,175
264,415,0,0,175
265,422,0,0,175
266,427,0,0,175
267,432,0,0,175
268,435,0,0,175
269,439,0,0,175
270,444,0,0,205
271,451,0,0,205
272,456,0,0,205
273,461,0,0,205
274,465,0,0,205
275,470,0,0,205
276,479,0,0,205
277,487,0,0,205
278,490,0,0,205
279,494,0,0,205
280,498,0,0,223
281,503,0,0,223
282,503,0,0,223
283,503,0,0,223
284,503,0,0,223
285,503,0,0,223
286,503,0,0,223
287,503,0,0,223
288,503,0,0,223
289,503,0,0,223
290,503,0,0,254
291,503,0,0,254
292,503,0,0,254
293,503,0,0,254
294,503,0,0,254
295,503,0,0,254
296,503,0,0,254
297,503,0,0,254
298,503,0,0,254
299,503,0,0,254
300,503,0,0,284
301,503,0,0,284
302,503,0,0,284
303,503,0,0,284
304,503,0,0,284
305,503,0,0,284
306,503,0,0,284
307,503,0,0,284
308,503,0,0,284
309,503,0,0,284
310,503,0,0,316
311,503,0,0,316
312,503,0,0,316
313,503,0,0,316
314,503,0,0,316
315,503,0,0,316
316,503,0,0,316
317,503,0,0,316
318,503,0,0,316
319,503,0,0,316
320,503,0,0,331
321,503,0,0,331
322,503,0,0,331
323,503,0,0,331
324,503,0,0,331
325,503,0,0,331
326,503,0,0,331
327,503,0,0,331
328,503,0,0,331
329,503,0,0,331
330,503,0,0,340
331,503,0,0,340
332,503,0,0,340
333,503,0,0,340
334,503,0,0,340
335,503,0,0,340
336,503,0,0,340
337,503,0,0,340
338,503,0,0,340
339,503,0,0,340
340,503,0,0,350
341,503,0,0,350
342,503,0,0,350
343,503,0,0,350
344,503,0,0,350
345,503,0,0,350
346,503,0,0,350
347,503,0,0,350
348,503,0,0,350
349,503,0,0,350
350,503,0,0,357
351,503,0,0,357
352,503,0,0,357
353,502,1,0,356
354,502,1,0,356
355,502,1,0,356
356,502,1,0,356
357,502,1,0,356
358,502,1,0,356
359,502,1,0,356
360,502,1,0,362
361,501,2,0,361
362,501,2,0,361
363,501,2,0,361
364,501,2,0,361
365,501,2,0,361
366,501,2,0,361
367,501,2,0,361
368,501,2,0,361
369,501,2,0,361
370,501,2,0,368
371,501,2,0,368
372,501,2,0,368
373,501,2,0,368
374,501,2,0,368
375,501,2,0,368
376,501,2,0,368
377,500,3,0,367
378,500,3,0,367
379,500,3,0,367
380,500,3,0,369
381,500,3,0,369
382,500,3,0,369
383,500,3,0,369
384,499,4,0,368
385,508,4,0,368
386,508,4,0,368
387,508,4,0,368
388,508,4,0,368
389,508,4,0,368
390,507,5,0,371
391,507,5,0,371
392,507,5,0,371
393,507,5,0,371
394,507,5,0,371
395,507,5,0,371
396,507,5,0,371
397,506,6,0,370
398,506,6,0,370
399,506,6,0,370
400,506,6,0,373
401,506,6,0,373
402,505,7,0,372
403,505,7,0,372
404,505,7,0,372
405,505,7,0,372
406,505,7,0,372
407,505,7,0,372
408,505,7,0,372
409,505,7,0,372
410,505,7,0,376
411,505,7,0,376
412,505,7,0,376
413,505,7,0,376
414,505,7,0,376
415,504,8,0,376
416,503,9,0,375
417,503,9,0,375
418,502,10,0,374
419,502,10,0,374
420,502,10,0,379
421,501,11,0,378
422,501,11,0,378
423,501,11,0,378
424,500,12,0,377
425,500,12,0,377
