,infected,recovered,fatalities,infected_known,susceptible
0,0,0,0,0,2000
1,0,0,0,0,2000
2,0,0,0,0,2000
3,0,0,0,0,2000
4,0,0,0,0,2000
5,0,0,0,0,2000
6,1,0,0,0,1999
7,1,0,0,0,1999
8,1,0,0,0,1999
9,1,0,0,0,1999
10,1,0,0,0,1999
11,1,0,0,0,1999
12,1,0,0,0,1999
13,1,0,0,0,1999
14,1,0,0,0,1999
15,1,0,0,0,1999
16,1,0,0,0,1999
17,1,0,0,0,1999
18,1,0,0,0,1999
19,1,0,0,0,1999
20,1,0,0,0,1999
21,1,0,0,0,1999
22,1,0,0,0,1999
23,1,0,0,0,1999
24,1,0,0,0,1999
25,1,0,0,0,1999
26,1,0,0,0,1999
27,1,0,0,0,1999
28,1,0,0,0,1999
29,1,0,0,0,1999
30,3,0,0,0,1997
31,4,0,0,0,1996
32,4,0,0,0,1996
33,4,0,0,0,1996
34,5,0,0,0,1995
35,5,0,0,0,1995
36,5,0,0,0,1995
37,5,0,0,0,1995
38,5,0,0,0,1995
39,5,0,0,0,1995
40,5,0,0,0,1995
41,5,0,0,0,1995
42,6,0,0,0,1994
43,6,0,0,0,1994
44,6,0,0,0,1994
45,6,0,0,0,1994
46,6,0,0,0,1994
47,6,0,0,0,1994
48,6,0,0,0,1994
49,6,0,0,0,1994
50,6,0,0,0,1994
51,6,0,0,0,1994
52,8,0,0,0,1992
53,9,0,0,0,1991
54,11,0,0,0,1989
55,11,0,0,0,1989
56,11,0,0,0,1989
57,12,0,0,0,1988
58,12,0,0,0,1988
59,12,0,0,0,1988
60,13,0,0,0,1987
61,16,0,0,0,1984
62,17,0,0,0,1983
63,17,0,0,0,1983
64,18,0,0,0,1982
65,19,0,0,0,1981
66,19,0,0,0,1981
67,19,0,0,0,1981
68,22,0,0,0,1978
69,23,0,0,0,1977
70,24,0,0,0,1976
71,24,0,0,0,1976
72,26,0,0,0,1974
73,28,0,0,0,1972
74,29,0,0,0,1971
75,30,0,0,0,1970
76,31,0,0,0,1969
77,32,0,0,0,1968
78,33,0,0,0,1967
79,33,0,0,0,1967
80,35,0,0,0,1965
81,35,0,0,0,1965
82,38,0,0,0,1962
83,39,0,0,0,1961
84,43,0,0,0,1957
85,45,0,0,0,1955
86,50,0,0,0,1950
87,53,0,0,0,1947
88,58,0,0,0,1942
89,62,0,0,0,1938
90,63,0,0,0,1937
91,65,0,0,0,1935
92,67,0,0,0,1933
93,73,0,0,0,1927
94,78,0,0,0,1922
95,79,0,0,0,1921
96,84,0,0,0,1916
97,88,0,0,0,1912
98,91,0,0,0,1909
99,94,0,0,0,1906
100,97,0,0,0,1903
101,104,0,0,0,1896
102,106,0,0,0,1894
103,109,0,0,0,1891
104,113,0,0,0,1887
105,116,0,0,0,1884
106,118,0,0,0,1882
107,119,0,0,0,1881
108,123,0,0,0,1877
109,127,0,0,0,1873
110,132,0,0,2,1868
111,133,0,0,2,1867
112,135,0,0,2,1865
113,137,0,0,2,1863
114,139,0,0,2,1861
115,140,0,0,2,1860
116,143,0,0,2,1857
117,147,0,0,2,1853
118,152,0,0,2,1848
119,155,0,0,2,1845
120,158,0,0,3,1842
121,159,0,0,3,1841
122,161,0,0,3,1839
123,162,0,0,3,1838
124,163,0,0,3,1837
125,166,0,0,3,1834
126,171,0,0,3,1829
127,172,0,0,3,1828
128,177,0,0,3,1823
129,178,0,0,3,1822
130,182,0,0,8,1818
131,182,0,0,8,1818
132,183,0,0,8,1817
133,184,0,0,8,1816
134,186,0,0,8,1814
135,187,0,0,8,1813
136,190,0,0,8,1810
137,192,0,0,8,1808
138,194,0,0,8,1806
139,195,0,0,8,1805
140,198,0,0,13,1802
141,200,0,0,13,1800
142,200,0,0,13,1800
143,201,0,0,13,1799
144,202,0,0,13,1798
145,204,0,0,13,1796
146,207,0,0,13,1793
147,212,0,0,13,1788
148,214,0,0,13,1786
149,216,0,0,13,1784
150,218,0,0,18,1782
151,219,0,0,18,1781
152,219,0,0,18,1781
153,219,0,0,18,1781
154,219,0,0,18,1781
155,219,0,0,18,1781
156,219,0,0,18,1781
157,220,0,0,18,1780
158,222,0,0,18,1778
159,222,0,0,18,1778
160,226,0,0,30,1774
161,226,0,0,30,1774
162,226,0,0,30,1774
163,226,0,0,30,1774
164,228,0,0,30,1772
165,228,0,0,30,1772
166,229,0,0,30,1771
167,231,0,0,30,1769
168,233,0,0,30,1767
169,234,0,0,30,1766
170,237,0,0,44,1763
171,237,0,0,44,1763
172,237,0,0,44,1763
173,238,0,0,44,1762
174,238,0,0,44,1762
175,238,0,0,44,1762
176,238,0,0,44,1762
177,238,0,0,44,1762
178,238,0,0,44,1762
179,240,0,0,44,1760
180,240,0,0,59,1760
181,240,0,0,59,1760
182,240,0,0,59,1760
183,241,0,0,59,1759
184,242,0,0,59,1758
185,242,0,0,59,1758
186,242,0,0,59,1758
187,243,0,0,59,1757
188,244,0,0,59,1756
189,246,0,0,59,1754
190,246,0,0,80,1754
191,247,0,0,80,1753
192,247,0,0,80,1753
193,250,0,0,80,1750
194,250,0,0,80,1750
195,250,0,0,80,1750
196,251,0,0,80,1749
197,253,0,0,80,1747
198,253,0,0,80,1747
199,255,0,0,80,1745
200,255,0,0,100,1745
201,255,0,0,100,1745
202,255,0,0,100,1745
203,255,0,0,100,1745
204,255,0,0,100,1745
205,255,0,0,100,1745
206,255,0,0,100,1745
207,256,0,0,100,1744
208,256,0,0,100,1744
209,256,0,0,100,1744
210,257,0,0,104,1743
211,257,0,0,104,1743
212,257,0,0,104,1743
213,257,0,0,104,1743
214,257,0,0,104,1743
215,257,0,0,104,1743
216,257,0,0,104,1743
217,258,0,0,104,1742
218,260,0,0,104,1740
219,261,0,0,104,1739
220,262,0,0,128,1738
221,262,0,0,128,1738
222,262,0,0,128,1738
223,263,0,0,128,1737
224,263,0,0,128,1737
225,264,0,0,128,1736
226,265,0,0,128,1735
227,266,0,0,128,1734
228,266,0,0,128,1734
229,266,0,0,128,1734
230,268,0,0,144,1732
231,268,0,0,144,1732
232,268,0,0,144,1732
233,268,0,0,144,1732
234,268,0,0,144,1732
235,268,0,0,144,1732
236,268,0,0,144,1732
237,268,0,0,144,1732
238,268,0,0,144,1732
239,269,0,0,144,1731
240,270,0,0,150,1730
241,270,0,0,150,1730
242,270,0,0,150,1730
243,272,0,0,150,1728
244,272,0,0,150,1728
245,272,0,0,150,1728
246,272,0,0,150,1728
247,273,0,0,150,1727
248,275,0,0,150,1725
249,276,0,0,150,1724
250,277,0,0,158,1723
251,278,0,0,158,1722
252,278,0,0,158,1722
253,278,0,0,158,1722
254,278,0,0,158,1722
255,279,0,0,158,1721
256,279,0,0,158,1721
257,279,0,0,158,1721
258,280,0,0,158,1720
259,280,0,0,158,1720
260,280,0,0,165,1720
261,280,0,0,165,1720
262,280,0,0,165,1720
263,281,0,0,165,1719
264,281,0,0,165,1719
265,281,0,0,165,1719
266,281,0,0,165,1719
267,281,0,0,165,1719
268,281,0,0,165,1719
269,282,0,0,165,1718
270,282,0,0,171,1718
271,282,0,0,171,1718
272,282,0,0,171,1718
273,282,0,0,171,1718
274,282,0,0,171,1718
275,282,0,0,171,1718
276,282,0,0,171,1718
277,282,0,0,171,1718
278,282,0,0,171,1718
279,282,0,0,171,1718
280,282,0,0,176,1718
281,282,0,0,176,1718
282,282,0,0,176,1718
283,282,0,0,176,1718
284,282,0,0,176,1718
285,282,0,0,176,1718
286,283,0,0,176,1717
287,283,0,0,176,1717
288,283,0,0,176,1717
289,283,0,0,176,1717
290,283,0,0,180,1717
291,282,1,0,179,1717
292,282,1,0,179,1717
293,282,1,0,179,1717
294,282,1,0,179,1717
295,282,1,0,179,1717
296,282,1,0,179,1717
297,282,1,0,179,1717
298,282,1,0,179,1717
299,282,1,0,179,1717
300,282,1,0,190,1717
301,282,1,0,190,1717
302,282,1,0,190,1717
303,282,1,0,190,1717
304,282,1,0,190,1717
305,282,1,0,190,1717
306,282,1,0,190,1717
307,282,1,0,190,1717
308,283,1,0,190,1716
309,283,1,0,190,1716
310,283,1,0,199,1716
311,283,1,0,199,1716
312,283,1,0,199,1716
313,283,1,0,199,1716
314,283,1,0,199,1716
315,283,1,0,199,1716
316,283,1,0,199,1716
317,283,1,0,199,1716
318,283,1,0,199,1716
319,283,1,0,199,1716
320,283,1,0,203,1716
321,283,1,0,203,1716
322,283,1,0,203,1716
323,283,1,0,203,1716
324,283,1,0,203,1716
325,283,1,0,203,1716
326,283,1,0,203,1716
327,283,1,0,203,1716
328,283,1,0,203,1716
329,283,1,0,203,1716
330,283,1,0,206,1716
331,283,1,0,206,1716
332,283,1,0,206,1716
333,282,2,0,205,1716
334,282,2,0,205,1716
335,282,2,0,205,1716
336,281,2,1,204,1716
337,281,2,1,204,1716
338,281,2,1,204,1716
339,281,2,1,204,1716
340,280,3,1,208,1716
341,280,3,1,208,1716
342,280,3,1,208,1716
343,280,3,1,208,1716
344,280,3,1,208,1716
345,282,3,1,208,1714
346,282,3,1,208,1714
347,282,3,1,208,1714
348,283,3,1,208,1713
349,283,3,1,208,1713
350,283,3,1,209,1713
351,283,3,1,209,1713
352,283,3,1,209,1713
353,283,3,1,209,1713
354,284,3,1,209,1712
355,284,3,1,209,1712
356,284,3,1,209,1712
357,284,3,1,209,1712
358,284,3,1,209,1712
359,283,4,1,209,1712
360,282,5,1,210,1712
361,282,5,1,210,1712
362,282,5,1,210,1712
363,281,6,1,209,1712
364,281,6,1,209,1712
365,280,7,1,208,1712
366,279,8,1,207,1712
367,279,8,1,207,1712
368,279,8,1,207,1712
369,278,9,1,206,1712
370,278,9,1,207,1712
371,278,10,1,207,1711
372,277,11,1,207,1711
373,277,11,1,207,1711
374,277,11,1,207,1711
375,277,11,1,207,1711
376,277,12,1,206,1710
377,275,14,1,205,1710
378,275,14,1,205,1710
379,274,15,1,204,1710
380,274,15,1,207,1710
381,273,16,1,206,1710
382,273,16,1,206,1710
383,272,17,1,206,1710
384,273,17,1,206,1709
385,274,17,1,206,1708
386,273,18,1,206,1708
387,272,19,1,205,1708
388,270,21,1,203,1708
389,270,21,1,203,1708
390,269,22,1,203,1708
391,268,23,1,202,1708
392,267,24,1,201,1708
393,268,24,1,201,1707
394,267,25,1,200,1707
395,266,26,1,199,1707
396,266,26,1,199,1707
397,265,27,1,198,1707
398,263,28,2,196,1707
399,261,30,2,195,1707
400,260,31,2,197,1707
401,258,32,3,195,1707
402,258,32,3,195,1707
403,255,35,3,192,1707
404,255,35,3,192,1707
405,254,35,4,191,1707
406,252,38,4,188,1706
407,251,39,4,187,1706
408,253,39,4,187,1704
409,251,41,4,185,1704
410,249,43,4,183,1704
411,249,43,4,183,1704
412,247,45,4,181,1704
413,244,48,4,179,1704
414,244,48,4,179,1704
415,244,48,4,179,1704
416,243,48,5,178,1704
417,241,50,5,176,1704
418,239,52,5,174,1704
419,237,54,5,173,1704
420,236,55,5,173,1704
421,232,58,6,169,1704
422,229,61,6,166,1704
423,229,61,6,166,1704
424,225,65,6,163,1704
425,224,66,6,162,1704
426,223,67,6,161,1704
427,222,68,6,160,1704
428,221,69,6,159,1704
429,219,71,6,158,1704
430,217,72,7,156,1704
431,216,73,7,155,1704
432,216,73,7,155,1704
433,214,75,7,153,1704
434,214,75,7,153,1704
435,211,77,8,150,1704
436,207,80,9,147,1704
437,204,83,9,145,1704
438,201,86,9,144,1704
439,200,87,9,143,1704
440,198,90,9,141,1703
441,195,92,10,138,1703
442,195,92,10,138,1703
443,194,92,11,137,1703
444,193,93,11,137,1703
445,193,93,11,137,1703
446,189,97,11,137,1703
447,186,100,11,135,1703
448,183,102,12,133,1703
449,182,103,12,132,1703
450,182,103,12,132,1703
451,181,104,12,131,1703
452,177,108,12,127,1703
453,176,109,12,126,1703
454,176,110,12,125,1702
455,175,111,12,124,1702
456,175,111,12,124,1702
457,175,111,12,124,1702
458,175,112,12,124,1701
459,174,113,12,123,1701
460,173,114,12,122,1701
461,173,114,12,122,1701
462,170,115,14,119,1701
463,168,116,15,118,1701
464,168,116,15,118,1701
