,infected,recovered,fatalities,infected_known,susceptible,severity0,severity1,severity2,positive,number_of_tests
0,0,0,0,0,2000,0,0,0,,0.0
1,0,0,0,0,2000,0,0,0,,0.0
2,0,0,0,0,2000,0,0,0,,0.0
3,0,0,0,0,2000,0,0,0,,0.0
4,0,0,0,0,2000,0,0,0,,0.0
5,0,0,0,0,2000,0,0,0,,0.0
6,5,0,0,0,1995,0,0,0,,0.0
7,5,0,0,0,1995,0,0,0,,0.0
8,5,0,0,0,1995,0,0,0,,0.0
9,5,0,0,0,1995,0,0,0,,0.0
10,5,0,0,0,1995,0,0,0,,0.0
11,5,0,0,0,1995,0,0,0,,0.0
12,5,0,0,0,1995,0,0,0,,0.0
13,5,0,0,0,1995,0,0,0,,0.0
14,5,0,0,0,1995,0,0,0,,0.0
15,5,0,0,0,1995,0,0,0,,0.0
16,5,0,0,0,1995,0,0,0,,0.0
17,5,0,0,0,1995,0,0,0,,0.0
18,5,0,0,0,1995,0,0,0,,0.0
19,5,0,0,0,1995,0,0,0,,0.0
20,5,0,0,0,1995,0,0,0,,0.0
21,5,0,0,0,1995,0,0,0,,0.0
22,5,0,0,0,1995,0,0,0,,0.0
23,5,0,0,0,1995,0,0,0,,0.0
24,5,0,0,0,1995,0,0,0,,0.0
25,5,0,0,0,1995,5,0,0,,0.0
26,8,0,0,0,1992,5,0,0,,0.0
27,8,0,0,0,1992,5,0,0,,0.0
28,11,0,0,0,1989,5,0,0,,0.0
29,14,0,0,0,1986,5,0,0,,0.0
30,15,0,0,0,1985,5,0,0,,0.0
31,16,0,0,0,1984,5,0,0,,0.0
32,18,0,0,0,1982,5,0,0,,0.0
33,19,0,0,0,1981,5,0,0,,0.0
34,19,0,0,0,1981,5,0,0,,0.0
35,20,0,0,0,1980,5,0,0,,0.0
36,20,0,0,0,1980,5,0,0,,0.0
37,22,0,0,0,1978,5,0,0,,0.0
38,22,0,0,0,1978,5,0,0,,0.0
39,25,0,0,0,1975,5,0,0,,0.0
40,28,0,0,0,1972,5,0,0,,0.0
41,28,0,0,0,1972,5,0,0,,0.0
42,30,0,0,0,1970,5,0,0,,0.0
43,30,0,0,0,1970,5,0,0,,0.0
44,31,0,0,0,1969,5,0,0,,0.0
45,32,0,0,0,1968,5,0,0,,0.0
46,32,0,0,0,1968,8,0,0,,0.0
47,37,0,0,0,1963,8,0,0,,0.0
48,42,0,0,0,1958,11,0,0,,0.0
49,44,0,0,0,1956,14,0,0,,0.0
50,45,0,0,0,1955,15,0,0,,0.0
51,53,0,0,0,1947,16,0,0,,0.0
52,55,0,0,0,1945,18,0,0,,0.0
53,59,0,0,0,1941,19,0,0,,0.0
54,66,0,0,0,1934,19,0,0,,0.0
55,73,0,0,0,1927,20,0,0,,0.0
56,80,0,0,0,1920,20,0,0,,0.0
57,83,0,0,0,1917,22,0,0,,0.0
58,85,0,0,0,1915,22,0,0,,0.0
59,90,0,0,0,1910,25,0,0,,0.0
60,97,0,0,0,1903,28,0,0,,0.0
61,103,0,0,0,1897,28,0,0,,
62,104,0,0,0,1896,30,0,0,,
63,108,0,0,0,1892,30,0,0,,
64,110,0,0,0,1890,31,0,0,,
65,115,0,0,0,1885,32,0,0,,
66,118,0,0,0,1882,32,0,0,,
67,120,0,0,0,1880,37,0,0,,
68,122,0,0,0,1878,42,0,0,,
69,130,0,0,0,1870,44,0,0,,
70,135,0,0,1,1865,45,0,0,1.0,10.0
71,135,0,0,1,1865,53,0,0,,
72,139,0,0,1,1861,55,0,0,,
73,140,0,0,1,1860,59,0,0,,
74,145,0,0,1,1855,66,0,0,,
75,150,0,0,1,1850,68,5,0,,
76,154,0,0,1,1846,75,5,0,,
77,160,0,0,1,1840,78,5,0,,
78,164,0,0,1,1836,80,5,0,,
79,173,0,0,1,1827,85,5,0,,
80,181,0,0,7,1819,92,5,0,6.0,10.0
81,186,0,0,7,1814,98,5,0,,
82,190,0,0,7,1810,99,5,0,,
83,191,0,0,7,1809,103,5,0,,
84,192,0,0,7,1808,105,5,0,,
85,192,0,0,7,1808,110,5,0,,
86,197,0,0,7,1803,113,5,0,,
87,198,0,0,7,1802,115,5,0,,
88,200,0,0,7,1800,117,5,0,,
89,201,0,0,7,1799,125,5,0,,
90,205,0,0,11,1795,130,5,0,4.0,35.0
91,207,0,0,11,1793,130,5,0,,
92,209,0,0,11,1791,134,5,0,,
93,211,0,0,11,1789,135,5,0,,
94,213,0,0,11,1787,140,5,0,,
95,215,0,0,11,1785,145,5,0,,
96,215,0,0,11,1785,147,7,0,,
97,220,0,0,11,1780,153,7,0,,
98,226,0,0,11,1774,156,8,0,,
99,230,0,0,11,1770,163,10,0,,
100,232,0,0,21,1768,171,10,0,10.0,36.0
101,234,0,0,21,1766,176,10,0,,
102,237,0,0,21,1763,180,10,0,,
103,242,0,0,21,1758,180,11,0,,
104,242,0,0,21,1758,181,11,0,,
105,246,0,0,21,1754,180,12,0,,
106,250,0,0,21,1750,185,12,0,,
107,253,0,0,21,1747,184,14,0,,
108,256,0,0,21,1744,186,14,0,,
109,260,0,0,21,1740,184,17,0,,
110,265,0,0,33,1735,186,19,0,12.0,66.0
111,265,0,0,33,1735,188,19,0,,
112,266,0,0,33,1734,188,21,0,,
113,266,0,0,33,1734,190,21,0,,
114,267,0,0,33,1733,191,22,0,,
