,infected,recovered,fatalities,infected_known,susceptible,severity0,severity1,severity2,positive,number_of_tests
0,0,0,0,0,2000,0,0,0,,0.0
1,0,0,0,0,2000,0,0,0,,0.0
2,0,0,0,0,2000,0,0,0,,0.0
3,0,0,0,0,2000,0,0,0,,0.0
4,0,0,0,0,2000,0,0,0,,0.0
5,0,0,0,0,2000,0,0,0,,0.0
6,5,0,0,0,1995,0,0,0,,0.0
7,5,0,0,0,1995,0,0,0,,0.0
8,5,0,0,0,1995,0,0,0,,0.0
9,5,0,0,0,1995,0,0,0,,0.0
10,5,0,0,0,1995,0,0,0,,0.0
11,5,0,0,0,1995,0,0,0,,0.0
12,5,0,0,0,1995,0,0,0,,0.0
13,5,0,0,0,1995,0,0,0,,0.0
14,5,0,0,0,1995,0,0,0,,0.0
15,5,0,0,0,1995,0,0,0,,0.0
16,5,0,0,0,1995,0,0,0,,0.0
17,5,0,0,0,1995,0,0,0,,0.0
18,5,0,0,0,1995,0,0,0,,0.0
19,5,0,0,0,1995,0,0,0,,0.0
20,5,0,0,0,1995,0,0,0,,0.0
21,5,0,0,0,1995,0,0,0,,0.0
22,5,0,0,0,1995,0,0,0,,0.0
23,5,0,0,0,1995,0,0,0,,0.0
24,5,0,0,0,1995,0,0,0,,0.0
25,5,0,0,0,1995,5,0,0,,0.0
26,7,0,0,0,1993,5,0,0,,0.0
27,8,0,0,0,1992,5,0,0,,0.0
28,9,0,0,0,1991,5,0,0,,0.0
29,9,0,0,0,1991,5,0,0,,0.0
30,9,0,0,0,1991,5,0,0,,0.0
31,9,0,0,0,1991,5,0,0,,0.0
32,13,0,0,0,1987,5,0,0,,0.0
33,14,0,0,0,1986,5,0,0,,0.0
34,15,0,0,0,1985,5,0,0,,0.0
35,15,0,0,0,1985,5,0,0,,0.0
36,18,0,0,0,1982,5,0,0,,0.0
37,18,0,0,0,1982,5,0,0,,0.0
38,19,0,0,0,1981,5,0,0,,0.0
39,21,0,0,0,1979,5,0,0,,0.0
40,24,0,0,0,1976,5,0,0,,0.0
41,26,0,0,0,1974,5,0,0,,0.0
42,28,0,0,0,1972,5,0,0,,0.0
43,30,0,0,0,1970,5,0,0,,0.0
44,30,0,0,0,1970,5,0,0,,0.0
45,30,0,0,0,1970,5,0,0,,0.0
46,31,0,0,0,1969,7,0,0,,0.0
47,32,0,0,0,1968,8,0,0,,0.0
48,34,0,0,0,1966,9,0,0,,0.0
49,35,0,0,0,1965,9,0,0,,0.0
50,36,0,0,0,1964,9,0,0,,0.0
51,40,0,0,0,1960,9,0,0,,0.0
52,42,0,0,0,1958,13,0,0,,0.0
53,42,0,0,0,1958,14,0,0,,0.0
54,44,0,0,0,1956,15,0,0,,0.0
55,51,0,0,0,1949,15,0,0,,0.0
56,55,0,0,0,1945,18,0,0,,0.0
57,59,0,0,0,1941,18,0,0,,0.0
58,62,0,0,0,1938,19,0,0,,0.0
59,66,0,0,0,1934,21,0,0,,0.0
60,73,0,0,0,1927,24,0,0,,0.0
61,79,0,0,0,1921,26,0,0,,0.0
62,83,0,0,0,1917,28,0,0,,0.0
63,92,0,0,0,1908,30,0,0,,0.0
64,98,0,0,0,1902,30,0,0,,0.0
65,108,0,0,0,1892,30,0,0,,
66,108,0,0,0,1892,31,0,0,,
67,109,0,0,0,1891,32,0,0,,
68,111,0,0,0,1889,34,0,0,,
69,111,0,0,0,1889,35,0,0,,
70,113,0,0,0,1887,36,0,0,0.0,10.0
71,113,0,0,0,1887,40,0,0,,
72,113,0,0,0,1887,42,0,0,,
73,113,0,0,0,1887,42,0,0,,
74,114,0,0,0,1886,44,0,0,,
75,115,0,0,0,1885,46,5,0,,
76,115,0,0,0,1885,50,5,0,,
77,116,0,0,0,1884,54,5,0,,
78,117,0,0,0,1883,57,5,0,,
79,117,0,0,0,1883,61,5,0,,
80,117,0,0,5,1883,68,5,0,5.0,10.0
81,117,0,0,5,1883,74,5,0,,
82,120,0,0,5,1880,78,5,0,,
83,123,0,0,5,1877,87,5,0,,
84,123,0,0,5,1877,93,5,0,,
85,125,0,0,5,1875,103,5,0,,
86,126,0,0,5,1874,103,5,0,,
87,126,0,0,5,1874,104,5,0,,
88,127,0,0,5,1873,106,5,0,,
89,128,0,0,5,1872,106,5,0,,
90,131,0,0,8,1869,108,5,0,3.0,25.0
91,131,0,0,8,1869,108,5,0,,
92,133,0,0,8,1867,108,5,0,,
93,134,0,0,8,1866,108,5,0,,
94,135,0,0,8,1865,109,5,0,,
95,135,0,0,8,1865,110,5,0,,
96,135,0,0,8,1865,108,7,0,,
97,135,0,0,8,1865,108,8,0,,
98,135,0,0,8,1865,108,9,0,,
99,135,0,0,8,1865,108,9,0,,
100,135,0,0,13,1865,108,9,0,5.0,26.0
101,137,0,0,13,1863,108,9,0,,
102,137,0,0,13,1863,107,13,0,,
103,138,0,0,13,1862,109,14,0,,
104,138,0,0,13,1862,108,15,0,,
105,139,0,0,13,1861,110,15,0,,
106,139,0,0,13,1861,109,17,0,,
107,140,0,0,13,1860,109,17,0,,
108,140,0,0,13,1860,109,18,0,,
109,140,0,0,13,1860,108,20,0,,
110,141,0,0,26,1859,109,22,0,13.0,43.0
111,141,0,0,26,1859,107,24,0,,
112,141,0,0,26,1859,107,26,0,,
113,143,0,0,26,1857,106,28,0,,
