,infected,recovered,fatalities,infected_known,susceptible,severity0,severity1,severity2,positive,number_of_tests
0,0,0,0,0,2000,0,0,0,,0.0
1,0,0,0,0,2000,0,0,0,,0.0
2,0,0,0,0,2000,0,0,0,,0.0
3,0,0,0,0,2000,0,0,0,,0.0
4,0,0,0,0,2000,0,0,0,,0.0
5,0,0,0,0,2000,0,0,0,,0.0
6,5,0,0,0,1995,0,0,0,,0.0
7,5,0,0,0,1995,0,0,0,,0.0
8,5,0,0,0,1995,0,0,0,,0.0
9,5,0,0,0,1995,0,0,0,,0.0
10,5,0,0,0,1995,0,0,0,,0.0
11,5,0,0,0,1995,0,0,0,,0.0
12,5,0,0,0,1995,0,0,0,,0.0
13,5,0,0,0,1995,0,0,0,,0.0
14,5,0,0,0,1995,0,0,0,,0.0
15,5,0,0,0,1995,0,0,0,,0.0
16,5,0,0,0,1995,0,0,0,,0.0
17,5,0,0,0,1995,0,0,0,,0.0
18,5,0,0,0,1995,0,0,0,,0.0
19,5,0,0,0,1995,0,0,0,,0.0
20,5,0,0,0,1995,0,0,0,,0.0
21,5,0,0,0,1995,0,0,0,,0.0
22,5,0,0,0,1995,0,0,0,,0.0
23,5,0,0,0,1995,0,0,0,,0.0
24,5,0,0,0,1995,0,0,0,,0.0
25,5,0,0,0,1995,5,0,0,,0.0
26,5,0,0,0,1995,5,0,0,,0.0
27,6,0,0,0,1994,5,0,0,,0.0
28,7,0,0,0,1993,5,0,0,,0.0
29,7,0,0,0,1993,5,0,0,,0.0
30,9,0,0,0,1991,5,0,0,,0.0
31,9,0,0,0,1991,5,0,0,,0.0
32,10,0,0,0,1990,5,0,0,,0.0
33,13,0,0,0,1987,5,0,0,,0.0
34,15,0,0,0,1985,5,0,0,,0.0
35,18,0,0,0,1982,5,0,0,,0.0
36,20,0,0,0,1980,5,0,0,,0.0
37,22,0,0,0,1978,5,0,0,,0.0
38,22,0,0,0,1978,5,0,0,,0.0
39,27,0,0,0,1973,5,0,0,,0.0
40,29,0,0,0,1971,5,0,0,,0.0
41,30,0,0,0,1970,5,0,0,,0.0
42,34,0,0,0,1966,5,0,0,,0.0
43,35,0,0,0,1965,5,0,0,,0.0
44,36,0,0,0,1964,5,0,0,,0.0
45,39,0,0,0,1961,5,0,0,,0.0
46,40,0,0,0,1960,5,0,0,,0.0
47,42,0,0,0,1958,6,0,0,,0.0
48,44,0,0,0,1956,7,0,0,,0.0
49,44,0,0,0,1956,7,0,0,,0.0
50,46,0,0,0,1954,9,0,0,,0.0
51,50,0,0,0,1950,9,0,0,,0.0
52,52,0,0,0,1948,10,0,0,,0.0
53,56,0,0,0,1944,13,0,0,,0.0
54,62,0,0,0,1938,15,0,0,,0.0
55,68,0,0,0,1932,18,0,0,,0.0
56,74,0,0,0,1926,20,0,0,,0.0
57,81,0,0,0,1919,22,0,0,,0.0
58,89,0,0,0,1911,22,0,0,,0.0
59,95,0,0,0,1905,27,0,0,,0.0
60,101,0,0,0,1899,29,0,0,0.0,10.0
61,103,0,0,0,1897,30,0,0,,
62,105,0,0,0,1895,34,0,0,,
63,105,0,0,0,1895,35,0,0,,
64,106,0,0,0,1894,36,0,0,,
65,106,0,0,0,1894,39,0,0,,
66,107,0,0,0,1893,40,0,0,,
67,110,0,0,0,1890,42,0,0,,
68,113,0,0,0,1887,44,0,0,,
69,114,0,0,0,1886,44,0,0,,
70,115,0,0,1,1885,46,0,0,1.0,10.0
71,117,0,0,1,1883,50,0,0,,
72,118,0,0,1,1882,52,0,0,,
73,119,0,0,1,1881,56,0,0,,
74,121,0,0,1,1879,62,0,0,,
75,122,0,0,1,1878,63,5,0,,
76,129,0,0,1,1871,69,5,0,,
77,131,0,0,1,1869,76,5,0,,
78,133,0,0,1,1867,84,5,0,,
79,141,0,0,1,1859,90,5,0,,
80,149,0,0,5,1851,96,5,0,4.0,10.0
81,153,0,0,5,1847,98,5,0,,
82,157,0,0,5,1843,100,5,0,,
83,162,0,0,5,1838,100,5,0,,
84,163,0,0,5,1837,101,5,0,,
85,163,0,0,5,1837,101,5,0,,
86,167,0,0,5,1833,102,5,0,,
87,169,0,0,5,1831,105,5,0,,
88,170,0,0,5,1830,108,5,0,,
89,175,0,0,5,1825,109,5,0,,
90,178,0,0,7,1822,110,5,0,2.0,10.0
91,179,0,0,7,1821,112,5,0,,
92,183,0,0,7,1817,113,5,0,,
93,187,0,0,7,1813,114,5,0,,
94,189,0,0,7,1811,116,5,0,,
95,191,0,0,7,1809,117,5,0,,
96,196,0,0,7,1804,124,5,0,,
97,200,0,0,7,1800,125,6,0,,
98,206,0,0,7,1794,126,7,0,,
99,210,0,0,7,1790,134,7,0,,
100,212,0,0,9,1788,140,9,0,2.0,10.0
101,214,0,0,9,1786,144,9,0,,
102,215,0,0,9,1785,148,9,0,,
103,220,0,0,9,1780,152,10,0,,
104,225,1,0,9,1774,152,11,0,,
105,227,1,0,9,1772,152,11,0,,
106,232,1,0,9,1767,155,12,0,,
107,234,1,0,9,1765,156,13,0,,
108,244,1,0,9,1755,157,13,0,,
109,247,1,0,9,1752,158,17,0,,
110,251,1,0,19,1748,159,19,0,10.0,10.0
111,253,1,0,19,1746,159,20,0,,
112,255,1,0,19,1744,160,23,0,,
113,257,1,0,19,1742,163,24,0,,
114,258,1,0,19,1741,164,25,0,,
