,infected,recovered,fatalities,infected_known,susceptible,severity0,severity1,severity2
725,185,574,60,131,1181,260,368,189
726,183,576,60,129,1181,260,368,189
727,183,576,60,129,1181,260,368,189
728,183,576,60,129,1181,260,368,189
729,182,577,60,128,1181,260,368,189
730,181,577,61,128,1181,260,368,189
731,180,578,61,127,1181,260,368,189
732,180,578,61,127,1181,260,368,189
733,180,578,61,127,1181,260,368,189
734,179,579,61,126,1181,260,368,189
735,179,579,61,126,1181,260,368,189
736,179,579,61,126,1181,260,368,189
737,178,580,61,125,1181,260,368,189
738,176,582,61,124,1181,261,368,189
739,176,582,61,124,1181,260,368,190
740,174,584,61,126,1181,260,368,190
741,173,585,61,126,1181,260,368,190
742,172,585,62,125,1181,260,368,190
743,172,585,62,125,1181,260,368,190
744,171,585,63,124,1181,260,368,190
745,171,585,63,124,1181,260,368,190
746,170,585,64,123,1181,260,368,190
747,170,585,64,123,1181,260,368,190
748,169,585,65,122,1181,260,368,190
749,169,585,65,122,1181,260,368,190
750,167,587,65,121,1181,260,368,190
751,167,587,65,121,1181,260,368,190
752,167,587,65,121,1181,260,368,190
753,167,587,65,121,1181,260,368,190
754,166,588,65,121,1181,260,368,190
755,165,589,65,121,1181,260,368,190
756,165,589,65,121,1181,260,368,190
757,162,592,65,119,1181,260,368,190
758,159,595,65,117,1181,260,368,190
759,159,595,65,117,1181,260,368,190
760,157,597,65,116,1181,259,369,190
761,156,598,65,115,1181,258,370,190
762,156,598,65,115,1181,258,370,190
763,155,598,66,114,1181,258,370,190
764,154,599,66,113,1181,258,370,190
765,153,600,66,113,1181,258,369,191
766,153,600,66,113,1181,258,368,192
767,152,601,66,112,1181,258,368,192
768,150,603,66,110,1181,258,368,192
769,149,604,66,110,1181,258,368,192
770,149,604,66,112,1181,258,368,192
771,148,605,66,112,1181,258,368,192
772,147,606,66,111,1181,258,368,192
773,147,606,66,111,1181,258,368,192
774,147,606,66,111,1181,258,368,192
775,146,607,66,110,1181,258,368,192
776,144,609,66,109,1181,258,368,192
777,142,611,66,107,1181,258,368,192
778,141,612,66,106,1181,258,368,192
779,141,612,66,106,1181,258,368,192
780,141,612,66,110,1181,258,368,192
781,139,613,67,108,1181,258,368,192
782,139,613,67,108,1181,258,368,192
783,139,613,67,108,1181,258,368,192
784,137,615,67,107,1181,258,368,192
785,137,615,67,107,1181,258,368,192
786,135,617,67,106,1181,258,368,192
787,134,618,67,105,1181,258,368,192
788,134,618,67,105,1181,257,368,193
789,133,619,67,104,1181,257,368,193
790,132,620,67,103,1181,257,368,193
791,131,621,67,102,1181,257,368,193
792,130,622,67,101,1181,257,368,193
793,130,622,67,101,1181,257,368,193
794,130,622,67,101,1181,257,368,193
795,130,622,67,101,1181,257,368,193
796,128,624,67,99,1181,257,368,193
797,127,625,67,98,1181,257,368,193
798,127,625,67,98,1181,257,368,193
799,126,626,67,98,1181,257,368,193
800,123,629,67,97,1181,257,368,193
801,123,629,67,97,1181,257,368,193
802,122,630,67,96,1181,257,368,193
803,121,631,67,95,1181,257,368,193
804,121,631,67,95,1181,257,368,193
805,121,631,67,95,1181,257,368,193
806,120,632,67,94,1181,257,368,193
807,118,634,67,92,1181,257,368,193
808,116,636,67,91,1181,257,368,193
809,114,638,67,89,1181,257,368,193
810,112,639,68,88,1181,257,368,193
811,112,639,68,88,1181,257,368,193
812,111,640,68,87,1181,257,368,193
813,111,640,68,87,1181,257,368,193
814,109,642,68,86,1181,257,368,193
815,109,642,68,86,1181,257,368,193
816,108,643,68,85,1181,257,368,193
817,108,643,68,85,1181,257,368,193
818,106,645,68,83,1181,257,368,193
819,104,647,68,82,1181,257,368,193
820,104,647,68,82,1181,257,368,193
821,104,647,68,82,1181,257,368,193
822,103,648,68,81,1181,257,368,193
823,103,648,68,81,1181,257,368,193
824,103,648,68,81,1181,257,368,193
825,103,648,68,81,1181,257,368,193
826,102,649,68,80,1181,257,368,193
827,102,649,68,80,1181,257,368,193
828,101,650,68,80,1181,257,368,193
829,101,650,68,80,1181,257,368,193
830,100,651,68,80,1181,257,368,193
831,100,651,68,80,1181,257,368,193
832,100,651,68,80,1181,257,368,193
833,98,653,68,80,1181,257,368,193
834,97,654,68,79,1181,257,368,193
835,96,655,68,78,1181,257,368,193
836,95,656,68,77,1181,257,368,193
837,94,657,68,76,1181,257,368,193
838,94,657,68,76,1181,257,368,193
839,94,657,68,76,1181,257,368,193
840,91,660,68,75,1181,257,368,193
841,90,660,69,74,1181,257,368,193
842,90,660,69,74,1181,257,368,193
843,90,660,69,74,1181,257,368,193
844,90,660,69,74,1181,257,368,193
845,90,660,69,74,1181,257,368,193
846,89,661,69,73,1181,257,368,193
847,88,661,70,72,1181,257,368,193
848,88,661,70,72,1181,257,368,193
849,88,661,70,72,1181,257,368,193
850,86,662,71,71,1181,257,368,193
851,85,663,71,70,1181,257,368,193
852,85,663,71,70,1181,257,368,193
853,84,664,71,69,1181,257,368,193
854,84,664,71,69,1181,257,368,193
855,82,666,71,68,1181,257,368,193
856,80,668,71,67,1181,257,368,193
857,79,669,71,66,1181,257,368,193
858,79,669,71,66,1181,257,368,193
859,78,670,71,65,1181,257,368,193
860,78,670,71,65,1181,257,368,193
861,77,671,71,64,1181,257,368,193
862,77,671,71,64,1181,257,368,193
863,75,673,71,62,1181,257,368,193
864,74,674,71,62,1181,257,368,193
865,70,677,72,59,1181,257,368,193
866,69,678,72,58,1181,257,368,193
867,69,678,72,58,1181,257,368,193
868,68,679,72,57,1181,257,368,193
869,67,680,72,56,1181,257,368,193
870,65,682,72,54,1181,257,368,193
871,65,682,72,54,1181,257,368,193
872,63,684,72,52,1181,257,368,193
873,61,686,72,51,1181,257,368,193
874,59,688,72,49,1181,257,368,193
875,59,688,72,49,1181,257,368,193
876,59,688,72,49,1181,257,368,193
877,57,689,73,48,1181,257,368,193
878,56,690,73,48,1181,257,368,193
879,56,690,73,48,1181,257,368,193
880,56,690,73,48,1181,257,368,193
881,55,691,73,48,1181,257,368,193
882,55,691,73,48,1181,257,368,193
883,54,692,73,47,1181,257,368,193
884,53,693,73,46,1181,257,368,193
885,53,693,73,46,1181,257,368,193
886,52,693,74,45,1181,257,368,193
887,50,695,74,43,1181,257,368,193
888,50,695,74,43,1181,257,368,193
889,50,695,74,43,1181,257,368,193
890,50,695,74,43,1181,257,368,193
891,48,697,74,42,1181,257,368,193
892,47,698,74,41,1181,257,368,193
893,47,698,74,41,1181,257,368,193
894,47,698,74,41,1181,257,368,193
895,47,698,74,41,1181,257,368,193
896,47,698,74,41,1181,257,368,193
897,46,699,74,41,1181,257,368,193
898,46,699,74,41,1181,257,368,193
899,44,701,74,39,1181,257,368,193
900,39,706,74,34,1181,257,368,193
901,39,706,74,34,1181,257,368,193
902,39,706,74,34,1181,257,368,193
903,38,707,74,33,1181,257,368,193
904,36,709,74,31,1181,257,368,193
905,36,709,74,31,1181,257,368,193
906,35,710,74,30,1181,257,368,193
907,34,711,74,29,1181,257,368,193
908,34,711,74,29,1181,257,368,193
909,34,711,74,29,1181,257,368,193
910,34,711,74,29,1181,257,368,193
911,33,712,74,28,1181,257,368,193
912,33,712,74,28,1181,257,368,193
913,32,713,74,27,1181,257,368,193
914,32,713,74,27,1181,257,368,193
915,32,713,74,27,1181,257,368,193
916,31,713,75,26,1181,257,368,193
917,30,714,75,25,1181,257,368,193
918,30,714,75,25,1181,257,368,193
919,30,714,75,25,1181,257,368,193
920,30,714,75,25,1181,257,368,193
921,30,714,75,25,1181,257,368,193
922,29,715,75,25,1181,257,368,193
923,29,715,75,25,1181,257,368,193
924,29,715,75,25,1181,257,368,193
925,29,715,75,25,1181,257,368,193
926,29,715,75,25,1181,257,368,193
927,29,715,75,25,1181,257,368,193
928,29,715,75,25,1181,257,368,193
929,29,715,75,25,1181,257,368,193
930,28,716,75,24,1181,257,368,193
931,27,717,75,24,1181,257,368,193
932,27,717,75,24,1181,257,368,193
933,26,718,75,23,1181,257,368,193
934,26,718,75,23,1181,257,368,193
935,26,718,75,23,1181,257,368,193
936,26,718,75,23,1181,257,368,193
937,25,718,76,22,1181,257,368,193
938,25,718,76,22,1181,257,368,193
939,24,719,76,21,1181,257,368,193
940,23,720,76,20,1181,257,368,193
941,23,720,76,20,1181,257,368,193
942,23,720,76,20,1181,257,368,193
943,23,720,76,20,1181,257,368,193
944,21,722,76,19,1181,257,368,193
945,20,723,76,18,1181,257,368,193
946,20,723,76,18,1181,257,368,193
947,19,724,76,17,1181,257,368,193
948,19,724,76,17,1181,257,368,193
949,19,724,76,17,1181,257,368,193
950,19,724,76,17,1181,257,368,193
951,17,726,76,15,1181,257,368,193
952,17,726,76,15,1181,257,368,193
953,16,727,76,15,1181,257,368,193
954,16,727,76,15,1181,257,368,193
955,16,727,76,15,1181,257,368,193
956,16,727,76,15,1181,257,368,193
957,16,727,76,15,1181,257,368,193
958,16,727,76,15,1181,257,368,193
959,15,728,76,14,1181,257,368,193
960,15,728,76,14,1181,257,368,193
961,15,728,76,14,1181,257,368,193
962,15,728,76,14,1181,257,368,193
963,15,728,76,14,1181,257,368,193
964,14,729,76,13,1181,257,368,193
965,14,729,76,13,1181,257,368,193
966,14,729,76,13,1181,257,368,193
967,14,729,76,13,1181,257,368,193
968,14,729,76,13,1181,257,368,193
969,14,729,76,13,1181,257,368,193
970,14,729,76,13,1181,257,368,193
971,14,729,76,13,1181,257,368,193
972,13,730,76,12,1181,257,368,193
973,13,730,76,12,1181,257,368,193
974,13,730,76,12,1181,257,368,193
975,13,730,76,12,1181,257,368,193
976,12,731,76,11,1181,257,368,193
977,12,731,76,11,1181,257,368,193
978,12,731,76,11,1181,257,368,193
979,12,731,76,11,1181,257,368,193
980,12,731,76,11,1181,257,368,193
981,12,731,76,11,1181,257,368,193
982,12,731,76,11,1181,257,368,193
983,12,731,76,11,1181,257,368,193
984,11,732,76,10,1181,257,368,193
985,11,732,76,10,1181,257,368,193
986,10,733,76,9,1181,257,368,193
987,10,733,76,9,1181,257,368,193
988,9,734,76,8,1181,257,368,193
989,9,734,76,8,1181,257,368,193
990,7,736,76,7,1181,257,368,193
991,7,736,76,7,1181,257,368,193
992,7,736,76,7,1181,257,368,193
993,7,736,76,7,1181,257,368,193
994,7,736,76,7,1181,257,368,193
995,7,736,76,7,1181,257,368,193
996,7,736,76,7,1181,257,368,193
997,7,736,76,7,1181,257,368,193
998,7,736,76,7,1181,257,368,193
999,7,736,76,7,1181,257,368,193
1000,7,736,76,7,1181,257,368,193
1001,7,736,76,7,1181,257,368,193
1002,7,736,76,7,1181,257,368,193
1003,7,736,76,7,1181,257,368,193
1004,7,736,76,7,1181,257,368,193
1005,7,736,76,7,1181,257,368,193
1006,6,737,76,6,1181,257,368,193
1007,6,737,76,6,1181,257,368,193
1008,6,737,76,6,1181,257,368,193
1009,6,737,76,6,1181,257,368,193
1010,6,737,76,6,1181,257,368,193
1011,6,737,76,6,1181,257,368,193
1012,6,737,76,6,1181,257,368,193
1013,6,737,76,6,1181,257,368,193
1014,6,737,76,6,1181,257,368,193
1015,6,737,76,6,1181,257,368,193
1016,6,737,76,6,1181,257,368,193
1017,5,738,76,5,1181,257,368,193
1018,5,738,76,5,1181,257,368,193
1019,5,738,76,5,1181,257,368,193
1020,5,738,76,5,1181,257,368,193
1021,5,738,76,5,1181,257,368,193
1022,5,738,76,5,1181,257,368,193
1023,5,738,76,5,1181,257,368,193
1024,5,738,76,5,1181,257,368,193
1025,5,738,76,5,1181,257,368,193
1026,5,738,76,5,1181,257,368,193
1027,5,738,76,5,1181,257,368,193
1028,5,738,76,5,1181,257,368,193
1029,5,738,76,5,1181,257,368,193
1030,5,738,76,5,1181,257,368,193
1031,5,738,76,5,1181,257,368,193
1032,5,738,76,5,1181,257,368,193
1033,5,738,76,5,1181,257,368,193
1034,5,738,76,5,1181,257,368,193
1035,5,738,76,5,1181,257,368,193
1036,5,738,76,5,1181,257,368,193
1037,4,739,76,4,1181,257,368,193
1038,4,739,76,4,1181,257,368,193
1039,4,739,76,4,1181,257,368,193
1040,4,739,76,4,1181,257,368,193
1041,4,739,76,4,1181,257,368,193
1042,4,739,76,4,1181,257,368,193
1043,4,739,76,4,1181,257,368,193
1044,4,739,76,4,1181,257,368,193
1045,4,739,76,4,1181,257,368,193
1046,4,739,76,4,1181,257,368,193
1047,4,739,76,4,1181,257,368,193
1048,4,739,76,4,1181,257,368,193
1049,4,739,76,4,1181,257,368,193
1050,4,739,76,4,1181,257,368,193
1051,4,739,76,4,1181,257,368,193
1052,4,739,76,4,1181,257,368,193
1053,4,739,76,4,1181,257,368,193
1054,4,739,76,4,1181,257,368,193
1055,4,739,76,4,1181,257,368,193
1056,4,739,76,4,1181,257,368,193
1057,4,739,76,4,1181,257,368,193
1058,4,739,76,4,1181,257,368,193
1059,4,739,76,4,1181,257,368,193
1060,4,739,76,4,1181,257,368,193
1061,4,739,76,4,1181,257,368,193
1062,4,739,76,4,1181,257,368,193
1063,4,739,76,4,1181,257,368,193
1064,4,739,76,4,1181,257,368,193
1065,4,739,76,4,1181,257,368,193
1066,4,739,76,4,1181,257,368,193
1067,4,739,76,4,1181,257,368,193
1068,4,739,76,4,1181,257,368,193
1069,4,739,76,4,1181,257,368,193
1070,4,739,76,4,1181,257,368,193
1071,4,739,76,4,1181,257,368,193
1072,4,739,76,4,1181,257,368,193
1073,3,740,76,3,1181,257,368,193
1074,3,740,76,3,1181,257,368,193
1075,3,740,76,3,1181,257,368,193
1076,3,740,76,3,1181,257,368,193
1077,3,740,76,3,1181,257,368,193
1078,3,740,76,3,1181,257,368,193
1079,3,740,76,3,1181,257,368,193
1080,3,740,76,3,1181,257,368,193
1081,3,740,76,3,1181,257,368,193
1082,3,740,76,3,1181,257,368,193
1083,3,740,76,3,1181,257,368,193
1084,3,740,76,3,1181,257,368,193
1085,3,740,76,3,1181,257,368,193
1086,3,740,76,3,1181,257,368,193
1087,3,740,76,3,1181,257,368,193
1088,3,740,76,3,1181,257,368,193
1089,3,740,76,3,1181,257,368,193
1090,3,740,76,3,1181,257,368,193
1091,3,740,76,3,1181,257,368,193
1092,3,740,76,3,1181,257,368,193
1093,3,740,76,3,1181,257,368,193
1094,3,740,76,3,1181,257,368,193
1095,3,740,76,3,1181,257,368,193
1096,3,740,76,3,1181,257,368,193
1097,3,740,76,3,1181,257,368,193
1098,3,740,76,3,1181,257,368,193
1099,3,740,76,3,1181,257,368,193
1100,3,740,76,3,1181,257,368,193
1101,3,740,76,3,1181,257,368,193
1102,2,740,77,2,1181,257,368,193
1103,2,740,77,2,1181,257,368,193
1104,2,740,77,2,1181,257,368,193
1105,2,740,77,2,1181,257,368,193
1106,2,740,77,2,1181,257,368,193
1107,2,740,77,2,1181,257,368,193
1108,2,740,77,2,1181,257,368,193
1109,2,740,77,2,1181,257,368,193
1110,2,740,77,2,1181,257,368,193
1111,2,740,77,2,1181,257,368,193
1112,2,740,77,2,1181,257,368,193
1113,1,741,77,1,1181,257,368,193
1114,1,741,77,1,1181,257,368,193
1115,1,741,77,1,1181,257,368,193
1116,1,741,77,1,1181,257,368,193
1117,1,741,77,1,1181,257,368,193
1118,1,741,77,1,1181,257,368,193
1119,1,741,77,1,1181,257,368,193
1120,1,741,77,1,1181,257,368,193
1121,1,741,77,1,1181,257,368,193
1122,1,741,77,1,1181,257,368,193
1123,1,741,77,1,1181,257,368,193
1124,1,741,77,1,1181,257,368,193
1125,1,741,77,1,1181,257,368,193
1126,1,741,77,1,1181,257,368,193
1127,1,741,77,1,1181,257,368,193
1128,1,741,77,1,1181,257,368,193
1129,1,741,77,1,1181,257,368,193
1130,1,741,77,1,1181,257,368,193
1131,1,741,77,1,1181,257,368,193
1132,1,741,77,1,1181,257,368,193
1133,1,741,77,1,1181,257,368,193
1134,1,741,77,1,1181,257,368,193
1135,1,741,77,1,1181,257,368,193
1136,1,741,77,1,1181,257,368,193
1137,1,741,77,1,1181,257,368,193
1138,1,741,77,1,1181,257,368,193
1139,1,741,77,1,1181,257,368,193
1140,1,741,77,1,1181,257,368,193
1141,1,741,77,1,1181,257,368,193
1142,1,741,77,1,1181,257,368,193
1143,1,741,77,1,1181,257,368,193
1144,1,741,77,1,1181,257,368,193
1145,1,741,77,1,1181,257,368,193
1146,1,741,77,1,1181,257,368,193
1147,1,741,77,1,1181,257,368,193
1148,1,741,77,1,1181,257,368,193
1149,1,741,77,1,1181,257,368,193
1150,1,741,77,1,1181,257,368,193
1151,1,741,77,1,1181,257,368,193
1152,1,741,77,1,1181,257,368,193
1153,1,741,77,1,1181,257,368,193
1154,1,741,77,1,1181,257,368,193
1155,1,741,77,1,1181,257,368,193
1156,1,741,77,1,1181,257,368,193
1157,1,741,77,1,1181,257,368,193
1158,1,741,77,1,1181,257,368,193
1159,1,741,77,1,1181,257,368,193
1160,1,741,77,1,1181,257,368,193
1161,0,742,77,0,1181,257,368,193
